task_id,resource_id,requirement_type,quantity,mandatory,task_resource_id,required_skill,role
TASK_000126,RES_0005,L1,1,True,TR_000386,L1,TECHNICIAN
TASK_000126,RES_0011,L1,1,False,TR_000387,L1,SUPPORT
TASK_000127,RES_0003,L2,1,True,TR_000388,L2,LEAD
TASK_000127,RES_0030,L3,1,True,TR_000389,L3,SUPPORT
TASK_000127,RES_0027,L2,1,True,TR_000390,L2,LEAD
TASK_000128,RES_0016,L2,1,True,TR_000391,L2,TECHNICIAN
TASK_000128,RES_0010,L3,1,True,TR_000392,L3,SUPPORT
TASK_000128,RES_0001,L3,1,True,TR_000393,L3,TECHNICIAN
TASK_000129,RES_0021,L1,1,True,TR_000394,L1,LEAD
TASK_000129,RES_0027,L2,1,True,TR_000395,L2,TECHNICIAN
TASK_000129,RES_0018,L3,1,True,TR_000396,L3,LEAD
TASK_000130,RES_0028,L2,1,True,TR_000397,L2,LEAD
TASK_000130,RES_0010,L3,1,False,TR_000398,L3,LEAD
TASK_000130,RES_0001,L3,1,True,TR_000399,L3,TECHNICIAN
TASK_000131,RES_0020,L1,1,True,TR_000400,L1,LEAD
TASK_000131,RES_0026,L1,1,True,TR_000401,L1,TECHNICIAN
TASK_000131,RES_0005,L1,1,True,TR_000402,L1,TECHNICIAN
TASK_000132,RES_0018,L3,1,True,TR_000403,L3,LEAD
TASK_000132,RES_0003,L2,1,False,TR_000404,L2,TECHNICIAN
TASK_000132,RES_0030,L3,1,True,TR_000405,L3,TECHNICIAN
TASK_000133,RES_0025,L2,1,True,TR_000406,L2,LEAD
TASK_000133,RES_0001,L3,1,True,TR_000407,L3,SUPPORT
TASK_000133,RES_0004,L1,1,True,TR_000408,L1,TECHNICIAN
TASK_000134,RES_0008,L1,1,False,TR_000409,L1,TECHNICIAN
TASK_000134,RES_0026,L1,1,True,TR_000410,L1,TECHNICIAN
TASK_000134,RES_0005,L1,1,True,TR_000411,L1,TECHNICIAN
TASK_000135,RES_0021,L1,1,True,TR_000412,L1,TECHNICIAN
TASK_000135,RES_0015,L3,1,False,TR_000413,L3,SUPPORT
TASK_000135,RES_0018,L3,1,True,TR_000414,L3,SUPPORT
TASK_000136,RES_0029,L1,1,True,TR_000415,L1,SUPPORT
TASK_000136,RES_0008,L1,1,False,TR_000416,L1,LEAD
TASK_000136,RES_0014,L1,1,True,TR_000417,L1,TECHNICIAN
TASK_000137,RES_0003,L2,1,True,TR_000418,L2,SUPPORT
TASK_000137,RES_0030,L3,1,True,TR_000419,L3,TECHNICIAN
TASK_000137,RES_0018,L3,1,True,TR_000420,L3,LEAD
TASK_000138,RES_0010,L3,1,True,TR_000421,L3,LEAD
TASK_000139,RES_0014,L1,1,True,TR_000422,L1,TECHNICIAN
TASK_000139,RES_0011,L1,1,True,TR_000423,L1,LEAD
TASK_000139,RES_0017,L3,1,False,TR_000424,L3,LEAD
TASK_000140,RES_0006,L3,1,True,TR_000425,L3,TECHNICIAN
TASK_000140,RES_0015,L3,1,True,TR_000426,L3,LEAD
TASK_000140,RES_0027,L2,1,True,TR_000427,L2,TECHNICIAN
TASK_000141,RES_0004,L1,1,True,TR_000428,L1,TECHNICIAN
TASK_000141,RES_0025,L2,1,True,TR_000429,L2,SUPPORT
TASK_000141,RES_0016,L2,1,True,TR_000430,L2,SUPPORT
TASK_000142,RES_0020,L1,1,True,TR_000431,L1,TECHNICIAN
TASK_000142,RES_0005,L1,1,False,TR_000432,L1,LEAD
TASK_000142,RES_0014,L1,1,True,TR_000433,L1,SUPPORT
TASK_000143,RES_0016,L2,1,True,TR_000434,L2,TECHNICIAN
TASK_000143,RES_0028,L2,1,True,TR_000435,L2,LEAD
TASK_000143,RES_0004,L1,1,False,TR_000436,L1,LEAD
TASK_000144,RES_0008,L1,1,True,TR_000437,L1,TECHNICIAN
TASK_000144,RES_0020,L1,1,True,TR_000438,L1,SUPPORT
TASK_000144,RES_0005,L1,1,True,TR_000439,L1,LEAD
TASK_000145,RES_0015,L3,1,False,TR_000440,L3,TECHNICIAN
TASK_000145,RES_0009,L3,1,True,TR_000441,L3,TECHNICIAN
TASK_000145,RES_0024,L1,1,True,TR_000442,L1,TECHNICIAN
TASK_000146,RES_0016,L2,1,False,TR_000443,L2,TECHNICIAN
TASK_000146,RES_0010,L3,1,True,TR_000444,L3,TECHNICIAN
TASK_000146,RES_0019,L1,1,False,TR_000445,L1,LEAD
TASK_000147,RES_0011,L1,1,True,TR_000446,L1,TECHNICIAN
TASK_000147,RES_0002,L2,1,True,TR_000447,L2,SUPPORT
TASK_000147,RES_0017,L3,1,True,TR_000448,L3,SUPPORT
TASK_000148,RES_0012,L1,1,True,TR_000449,L1,LEAD
TASK_000148,RES_0027,L2,1,True,TR_000450,L2,SUPPORT
TASK_000148,RES_0021,L1,1,True,TR_000451,L1,SUPPORT
TASK_000149,RES_0016,L2,1,True,TR_000452,L2,LEAD
TASK_000149,RES_0004,L1,1,True,TR_000453,L1,TECHNICIAN
TASK_000149,RES_0025,L2,1,True,TR_000454,L2,SUPPORT
TASK_000150,RES_0029,L1,1,True,TR_000455,L1,LEAD
TASK_000150,RES_0002,L2,1,True,TR_000456,L2,SUPPORT
TASK_000150,RES_0026,L1,1,True,TR_000457,L1,TECHNICIAN
TASK_000151,RES_0010,L3,1,True,TR_000458,L3,TECHNICIAN
TASK_000151,RES_0004,L1,1,True,TR_000459,L1,TECHNICIAN
TASK_000151,RES_0016,L2,1,True,TR_000460,L2,SUPPORT
TASK_000152,RES_0005,L1,1,True,TR_000461,L1,SUPPORT
TASK_000152,RES_0011,L1,1,True,TR_000462,L1,SUPPORT
TASK_000152,RES_0023,L3,1,True,TR_000463,L3,SUPPORT
TASK_000153,RES_0003,L2,1,True,TR_000464,L2,SUPPORT
TASK_000153,RES_0021,L1,1,False,TR_000465,L1,LEAD
TASK_000153,RES_0024,L1,1,True,TR_000466,L1,LEAD
TASK_000154,RES_0004,L1,1,True,TR_000467,L1,SUPPORT
TASK_000154,RES_0013,L1,1,False,TR_000468,L1,SUPPORT
TASK_000154,RES_0019,L1,1,True,TR_000469,L1,TECHNICIAN
TASK_000155,RES_0020,L1,1,True,TR_000470,L1,TECHNICIAN
TASK_000155,RES_0008,L1,1,True,TR_000471,L1,TECHNICIAN
TASK_000155,RES_0026,L1,1,True,TR_000472,L1,SUPPORT
TASK_000156,RES_0018,L3,1,True,TR_000473,L3,SUPPORT
TASK_000156,RES_0027,L2,1,True,TR_000474,L2,LEAD
TASK_000156,RES_0006,L3,1,True,TR_000475,L3,SUPPORT
TASK_000157,RES_0025,L2,1,True,TR_000476,L2,SUPPORT
TASK_000157,RES_0001,L3,1,True,TR_000477,L3,SUPPORT
TASK_000157,RES_0019,L1,1,True,TR_000478,L1,LEAD
TASK_000158,RES_0018,L3,1,False,TR_000479,L3,LEAD
TASK_000158,RES_0012,L1,1,False,TR_000480,L1,LEAD
TASK_000158,RES_0003,L2,1,True,TR_000481,L2,SUPPORT
TASK_000159,RES_0001,L3,1,True,TR_000482,L3,SUPPORT
TASK_000159,RES_0019,L1,1,True,TR_000483,L1,SUPPORT
TASK_000159,RES_0025,L2,1,False,TR_000484,L2,TECHNICIAN
TASK_000160,RES_0023,L3,1,True,TR_000485,L3,TECHNICIAN
TASK_000160,RES_0011,L1,1,True,TR_000486,L1,TECHNICIAN
TASK_000160,RES_0008,L1,1,True,TR_000487,L1,SUPPORT
TASK_000161,RES_0027,L2,1,False,TR_000488,L2,SUPPORT
TASK_000161,RES_0015,L3,1,True,TR_000489,L3,SUPPORT
TASK_000161,RES_0018,L3,1,False,TR_000490,L3,LEAD
TASK_000162,RES_0016,L2,1,True,TR_000491,L2,SUPPORT
TASK_000162,RES_0007,L1,1,False,TR_000492,L1,LEAD
TASK_000162,RES_0010,L3,1,True,TR_000493,L3,LEAD
TASK_000163,RES_0005,L1,1,True,TR_000494,L1,TECHNICIAN
TASK_000163,RES_0029,L1,1,True,TR_000495,L1,SUPPORT
TASK_000163,RES_0017,L3,1,True,TR_000496,L3,LEAD
TASK_000164,RES_0009,L3,1,True,TR_000497,L3,LEAD
TASK_000164,RES_0027,L2,1,True,TR_000498,L2,LEAD
TASK_000164,RES_0024,L1,1,True,TR_000499,L1,TECHNICIAN
TASK_000164,RES_0012,L1,1,False,TR_000500,L1,TECHNICIAN
TASK_000165,RES_0014,L1,1,True,TR_000501,L1,TECHNICIAN
TASK_000165,RES_0002,L2,1,True,TR_000502,L2,SUPPORT
TASK_000165,RES_0029,L1,1,True,TR_000503,L1,LEAD
TASK_000166,RES_0003,L2,1,False,TR_000504,L2,TECHNICIAN
TASK_000166,RES_0012,L1,1,True,TR_000505,L1,SUPPORT
TASK_000166,RES_0027,L2,1,True,TR_000506,L2,SUPPORT
TASK_000167,RES_0001,L3,1,True,TR_000507,L3,SUPPORT
TASK_000167,RES_0022,L2,1,True,TR_000508,L2,SUPPORT
TASK_000167,RES_0028,L2,1,False,TR_000509,L2,TECHNICIAN
TASK_000168,RES_0014,L1,1,True,TR_000510,L1,SUPPORT
TASK_000168,RES_0002,L2,1,False,TR_000511,L2,SUPPORT
TASK_000168,RES_0023,L3,1,True,TR_000512,L3,SUPPORT
TASK_000169,RES_0018,L3,1,True,TR_000513,L3,SUPPORT
TASK_000169,RES_0003,L2,1,True,TR_000514,L2,LEAD
TASK_000169,RES_0006,L3,1,True,TR_000515,L3,SUPPORT
TASK_000170,RES_0004,L1,1,False,TR_000516,L1,TECHNICIAN
TASK_000170,RES_0013,L1,1,True,TR_000517,L1,LEAD
TASK_000170,RES_0028,L2,1,True,TR_000518,L2,SUPPORT
TASK_000171,RES_0023,L3,1,False,TR_000519,L3,TECHNICIAN
TASK_000171,RES_0020,L1,1,True,TR_000520,L1,TECHNICIAN
TASK_000171,RES_0005,L1,1,True,TR_000521,L1,LEAD
TASK_000172,RES_0007,L1,1,True,TR_000522,L1,TECHNICIAN
TASK_000172,RES_0010,L3,1,False,TR_000523,L3,LEAD
TASK_000172,RES_0013,L1,1,False,TR_000524,L1,TECHNICIAN
TASK_000173,RES_0008,L1,1,False,TR_000525,L1,SUPPORT
TASK_000173,RES_0026,L1,1,True,TR_000526,L1,LEAD
TASK_000173,RES_0029,L1,1,False,TR_000527,L1,TECHNICIAN
TASK_000174,RES_0012,L1,1,True,TR_000528,L1,LEAD
TASK_000174,RES_0009,L3,1,True,TR_000529,L3,LEAD
TASK_000174,RES_0021,L1,1,True,TR_000530,L1,LEAD
TASK_000175,RES_0025,L2,1,True,TR_000531,L2,SUPPORT
TASK_000175,RES_0004,L1,1,True,TR_000532,L1,SUPPORT
TASK_000175,RES_0022,L2,1,True,TR_000533,L2,SUPPORT
TASK_000176,RES_0023,L3,1,True,TR_000534,L3,TECHNICIAN
TASK_000176,RES_0005,L1,1,True,TR_000535,L1,TECHNICIAN
TASK_000176,RES_0020,L1,1,True,TR_000536,L1,SUPPORT
TASK_000177,RES_0018,L3,1,True,TR_000537,L3,TECHNICIAN
TASK_000177,RES_0003,L2,1,True,TR_000538,L2,TECHNICIAN
TASK_000177,RES_0021,L1,1,True,TR_000539,L1,LEAD
TASK_000178,RES_0007,L1,1,True,TR_000540,L1,SUPPORT
TASK_000178,RES_0001,L3,1,True,TR_000541,L3,LEAD
TASK_000178,RES_0025,L2,1,True,TR_000542,L2,LEAD
TASK_000179,RES_0030,L3,1,True,TR_000543,L3,TECHNICIAN
TASK_000179,RES_0021,L1,1,True,TR_000544,L1,TECHNICIAN
TASK_000179,RES_0018,L3,1,True,TR_000545,L3,LEAD
TASK_000180,RES_0007,L1,1,True,TR_000546,L1,SUPPORT
TASK_000180,RES_0004,L1,1,False,TR_000547,L1,SUPPORT
TASK_000180,RES_0001,L3,1,False,TR_000548,L3,LEAD
TASK_000181,RES_0029,L1,1,True,TR_000549,L1,SUPPORT
TASK_000181,RES_0002,L2,1,True,TR_000550,L2,TECHNICIAN
TASK_000181,RES_0017,L3,1,True,TR_000551,L3,LEAD
TASK_000182,RES_0006,L3,1,True,TR_000552,L3,LEAD
TASK_000182,RES_0003,L2,1,True,TR_000553,L2,TECHNICIAN
TASK_000182,RES_0027,L2,1,True,TR_000554,L2,LEAD
TASK_000183,RES_0022,L2,1,False,TR_000555,L2,TECHNICIAN
TASK_000183,RES_0025,L2,1,True,TR_000556,L2,TECHNICIAN
TASK_000183,RES_0010,L3,1,True,TR_000557,L3,TECHNICIAN
TASK_000184,RES_0026,L1,1,True,TR_000558,L1,TECHNICIAN
TASK_000184,RES_0005,L1,1,True,TR_000559,L1,LEAD
TASK_000184,RES_0029,L1,1,True,TR_000560,L1,SUPPORT
TASK_000184,RES_0023,L3,1,True,TR_000561,L3,LEAD
TASK_000185,RES_0024,L1,1,False,TR_000562,L1,TECHNICIAN
TASK_000185,RES_0027,L2,1,False,TR_000563,L2,LEAD
TASK_000185,RES_0021,L1,1,True,TR_000564,L1,TECHNICIAN
TASK_000186,RES_0029,L1,1,False,TR_000565,L1,SUPPORT
TASK_000186,RES_0023,L3,1,True,TR_000566,L3,LEAD
TASK_000186,RES_0017,L3,1,True,TR_000567,L3,SUPPORT
TASK_000187,RES_0006,L3,1,True,TR_000568,L3,TECHNICIAN
TASK_000187,RES_0003,L2,1,False,TR_000569,L2,SUPPORT
TASK_000187,RES_0009,L3,1,True,TR_000570,L3,SUPPORT
TASK_000188,RES_0016,L2,1,True,TR_000571,L2,TECHNICIAN
TASK_000188,RES_0022,L2,1,False,TR_000572,L2,SUPPORT
TASK_000188,RES_0028,L2,1,True,TR_000573,L2,TECHNICIAN
TASK_000189,RES_0029,L1,1,True,TR_000574,L1,LEAD
TASK_000189,RES_0026,L1,1,True,TR_000575,L1,SUPPORT
TASK_000189,RES_0005,L1,1,True,TR_000576,L1,TECHNICIAN
TASK_000190,RES_0021,L1,1,True,TR_000577,L1,SUPPORT
TASK_000190,RES_0012,L1,1,True,TR_000578,L1,LEAD
TASK_000190,RES_0027,L2,1,True,TR_000579,L2,TECHNICIAN
TASK_000191,RES_0004,L1,1,False,TR_000580,L1,LEAD
TASK_000191,RES_0013,L1,1,True,TR_000581,L1,TECHNICIAN
TASK_000191,RES_0007,L1,1,True,TR_000582,L1,TECHNICIAN
TASK_000191,RES_0019,L1,1,True,TR_000583,L1,TECHNICIAN
TASK_000191,RES_0001,L3,1,True,TR_000584,L3,TECHNICIAN
TASK_000192,RES_0014,L1,1,False,TR_000585,L1,LEAD
TASK_000192,RES_0029,L1,1,False,TR_000586,L1,SUPPORT
TASK_000192,RES_0017,L3,1,True,TR_000587,L3,SUPPORT
TASK_000193,RES_0022,L2,1,True,TR_000588,L2,LEAD
TASK_000193,RES_0025,L2,1,True,TR_000589,L2,TECHNICIAN
TASK_000193,RES_0010,L3,1,True,TR_000590,L3,SUPPORT
TASK_000194,RES_0011,L1,1,False,TR_000591,L1,SUPPORT
TASK_000194,RES_0026,L1,1,True,TR_000592,L1,TECHNICIAN
TASK_000194,RES_0029,L1,1,True,TR_000593,L1,LEAD
TASK_000195,RES_0018,L3,1,True,TR_000594,L3,TECHNICIAN
TASK_000195,RES_0006,L3,1,True,TR_000595,L3,SUPPORT
TASK_000195,RES_0003,L2,1,True,TR_000596,L2,TECHNICIAN
TASK_000196,RES_0013,L1,1,True,TR_000597,L1,TECHNICIAN
TASK_000196,RES_0019,L1,1,True,TR_000598,L1,SUPPORT
TASK_000196,RES_0016,L2,1,True,TR_000599,L2,TECHNICIAN
TASK_000197,RES_0011,L1,1,False,TR_000600,L1,LEAD
TASK_000197,RES_0020,L1,1,True,TR_000601,L1,TECHNICIAN
TASK_000197,RES_0017,L3,1,True,TR_000602,L3,SUPPORT
TASK_000198,RES_0012,L1,1,True,TR_000603,L1,LEAD
TASK_000198,RES_0024,L1,1,False,TR_000604,L1,LEAD
TASK_000198,RES_0030,L3,1,True,TR_000605,L3,LEAD
TASK_000199,RES_0019,L1,1,True,TR_000606,L1,TECHNICIAN
TASK_000199,RES_0007,L1,1,False,TR_000607,L1,LEAD
TASK_000199,RES_0028,L2,1,True,TR_000608,L2,SUPPORT
TASK_000200,RES_0002,L2,1,True,TR_000609,L2,TECHNICIAN
TASK_000200,RES_0008,L1,1,True,TR_000610,L1,SUPPORT
TASK_000200,RES_0023,L3,1,False,TR_000611,L3,SUPPORT
TASK_000201,RES_0013,L1,1,True,TR_000612,L1,TECHNICIAN
TASK_000201,RES_0022,L2,1,True,TR_000613,L2,TECHNICIAN
TASK_000201,RES_0007,L1,1,True,TR_000614,L1,TECHNICIAN
TASK_000202,RES_0011,L1,1,True,TR_000615,L1,SUPPORT
TASK_000202,RES_0002,L2,1,True,TR_000616,L2,LEAD
TASK_000202,RES_0026,L1,1,True,TR_000617,L1,TECHNICIAN
TASK_000203,RES_0027,L2,1,True,TR_000618,L2,TECHNICIAN
TASK_000203,RES_0024,L1,1,True,TR_000619,L1,LEAD
TASK_000203,RES_0018,L3,1,True,TR_000620,L3,TECHNICIAN
TASK_000204,RES_0001,L3,1,True,TR_000621,L3,LEAD
TASK_000204,RES_0013,L1,1,True,TR_000622,L1,LEAD
TASK_000204,RES_0028,L2,1,False,TR_000623,L2,TECHNICIAN
TASK_000205,RES_0011,L1,1,False,TR_000624,L1,LEAD
TASK_000205,RES_0026,L1,1,True,TR_000625,L1,SUPPORT
TASK_000205,RES_0017,L3,1,True,TR_000626,L3,SUPPORT
TASK_000206,RES_0030,L3,1,True,TR_000627,L3,LEAD
TASK_000206,RES_0003,L2,1,True,TR_000628,L2,TECHNICIAN
TASK_000206,RES_0006,L3,1,True,TR_000629,L3,SUPPORT
TASK_000207,RES_0028,L2,1,True,TR_000630,L2,SUPPORT
TASK_000207,RES_0025,L2,1,True,TR_000631,L2,SUPPORT
TASK_000207,RES_0007,L1,1,True,TR_000632,L1,LEAD
TASK_000208,RES_0030,L3,1,True,TR_000633,L3,SUPPORT
TASK_000208,RES_0027,L2,1,True,TR_000634,L2,SUPPORT
TASK_000208,RES_0009,L3,1,True,TR_000635,L3,LEAD
TASK_000209,RES_0013,L1,1,False,TR_000636,L1,SUPPORT
TASK_000209,RES_0010,L3,1,True,TR_000637,L3,LEAD
TASK_000209,RES_0004,L1,1,True,TR_000638,L1,LEAD
TASK_000210,RES_0014,L1,1,True,TR_000639,L1,SUPPORT
TASK_000210,RES_0020,L1,1,False,TR_000640,L1,LEAD
TASK_000210,RES_0026,L1,1,True,TR_000641,L1,TECHNICIAN
TASK_000211,RES_0015,L3,1,True,TR_000642,L3,TECHNICIAN
TASK_000211,RES_0012,L1,1,True,TR_000643,L1,LEAD
TASK_000211,RES_0018,L3,1,True,TR_000644,L3,LEAD
TASK_000212,RES_0022,L2,1,True,TR_000645,L2,SUPPORT
TASK_000212,RES_0007,L1,1,True,TR_000646,L1,LEAD
TASK_000212,RES_0013,L1,1,False,TR_000647,L1,LEAD
TASK_000212,RES_0010,L3,1,False,TR_000648,L3,SUPPORT
TASK_000212,RES_0019,L1,1,True,TR_000649,L1,TECHNICIAN
TASK_000213,RES_0029,L1,1,False,TR_000650,L1,TECHNICIAN
TASK_000213,RES_0023,L3,1,True,TR_000651,L3,LEAD
TASK_000213,RES_0020,L1,1,True,TR_000652,L1,SUPPORT
TASK_000214,RES_0012,L1,1,True,TR_000653,L1,LEAD
TASK_000214,RES_0009,L3,1,True,TR_000654,L3,LEAD
TASK_000214,RES_0027,L2,1,True,TR_000655,L2,SUPPORT
TASK_000215,RES_0023,L3,1,True,TR_000656,L3,SUPPORT
TASK_000215,RES_0026,L1,1,True,TR_000657,L1,SUPPORT
TASK_000215,RES_0011,L1,1,True,TR_000658,L1,LEAD
TASK_000216,RES_0018,L3,1,True,TR_000659,L3,LEAD
TASK_000216,RES_0027,L2,1,True,TR_000660,L2,LEAD
TASK_000216,RES_0021,L1,1,True,TR_000661,L1,LEAD
TASK_000217,RES_0028,L2,1,True,TR_000662,L2,SUPPORT
TASK_000217,RES_0007,L1,1,False,TR_000663,L1,LEAD
TASK_000217,RES_0022,L2,1,True,TR_000664,L2,TECHNICIAN
TASK_000218,RES_0014,L1,1,True,TR_000665,L1,TECHNICIAN
TASK_000218,RES_0026,L1,1,True,TR_000666,L1,SUPPORT
TASK_000218,RES_0029,L1,1,True,TR_000667,L1,LEAD
TASK_000219,RES_0018,L3,1,False,TR_000668,L3,TECHNICIAN
TASK_000219,RES_0009,L3,1,True,TR_000669,L3,SUPPORT
TASK_000219,RES_0006,L3,1,True,TR_000670,L3,SUPPORT
TASK_000220,RES_0019,L1,1,False,TR_000671,L1,LEAD
TASK_000220,RES_0004,L1,1,True,TR_000672,L1,LEAD
TASK_000220,RES_0022,L2,1,True,TR_000673,L2,TECHNICIAN
TASK_000221,RES_0002,L2,1,True,TR_000674,L2,LEAD
TASK_000221,RES_0014,L1,1,True,TR_000675,L1,TECHNICIAN
TASK_000222,RES_0019,L1,1,False,TR_000676,L1,LEAD
TASK_000222,RES_0022,L2,1,True,TR_000677,L2,SUPPORT
TASK_000222,RES_0016,L2,1,False,TR_000678,L2,TECHNICIAN
TASK_000223,RES_0023,L3,1,True,TR_000679,L3,TECHNICIAN
TASK_000223,RES_0020,L1,1,True,TR_000680,L1,TECHNICIAN
TASK_000223,RES_0002,L2,1,True,TR_000681,L2,SUPPORT
TASK_000224,RES_0024,L1,1,True,TR_000682,L1,TECHNICIAN
TASK_000224,RES_0030,L3,1,True,TR_000683,L3,LEAD
TASK_000224,RES_0009,L3,1,True,TR_000684,L3,LEAD
TASK_000225,RES_0019,L1,1,False,TR_000685,L1,SUPPORT
TASK_000225,RES_0016,L2,1,True,TR_000686,L2,LEAD
TASK_000225,RES_0010,L3,1,True,TR_000687,L3,TECHNICIAN
TASK_000226,RES_0014,L1,1,False,TR_000688,L1,TECHNICIAN
TASK_000226,RES_0008,L1,1,True,TR_000689,L1,TECHNICIAN
TASK_000227,RES_0027,L2,1,True,TR_000690,L2,SUPPORT
TASK_000227,RES_0018,L3,1,True,TR_000691,L3,TECHNICIAN
TASK_000227,RES_0024,L1,1,True,TR_000692,L1,SUPPORT
TASK_000228,RES_0001,L3,1,True,TR_000693,L3,SUPPORT
TASK_000228,RES_0010,L3,1,False,TR_000694,L3,TECHNICIAN
TASK_000228,RES_0028,L2,1,True,TR_000695,L2,LEAD
TASK_000229,RES_0030,L3,1,False,TR_000696,L3,SUPPORT
TASK_000229,RES_0006,L3,1,True,TR_000697,L3,TECHNICIAN
TASK_000229,RES_0024,L1,1,True,TR_000698,L1,SUPPORT
TASK_000230,RES_0016,L2,1,True,TR_000699,L2,TECHNICIAN
TASK_000230,RES_0022,L2,1,True,TR_000700,L2,SUPPORT
TASK_000230,RES_0019,L1,1,True,TR_000701,L1,LEAD
TASK_000231,RES_0005,L1,1,True,TR_000702,L1,SUPPORT
TASK_000231,RES_0017,L3,1,True,TR_000703,L3,LEAD
TASK_000231,RES_0029,L1,1,True,TR_000704,L1,LEAD
TASK_000232,RES_0006,L3,1,True,TR_000705,L3,SUPPORT
TASK_000232,RES_0024,L1,1,True,TR_000706,L1,SUPPORT
TASK_000232,RES_0018,L3,1,True,TR_000707,L3,TECHNICIAN
TASK_000233,RES_0004,L1,1,False,TR_000708,L1,LEAD
TASK_000233,RES_0016,L2,1,True,TR_000709,L2,LEAD
TASK_000233,RES_0028,L2,1,True,TR_000710,L2,TECHNICIAN
TASK_000234,RES_0026,L1,1,False,TR_000711,L1,SUPPORT
TASK_000234,RES_0011,L1,1,True,TR_000712,L1,TECHNICIAN
TASK_000234,RES_0008,L1,1,True,TR_000713,L1,SUPPORT
TASK_000235,RES_0012,L1,1,True,TR_000714,L1,LEAD
TASK_000235,RES_0006,L3,1,True,TR_000715,L3,LEAD
TASK_000235,RES_0018,L3,1,True,TR_000716,L3,SUPPORT
TASK_000236,RES_0002,L2,1,True,TR_000717,L2,LEAD
TASK_000236,RES_0014,L1,1,False,TR_000718,L1,TECHNICIAN
TASK_000236,RES_0023,L3,1,False,TR_000719,L3,LEAD
TASK_000237,RES_0003,L2,1,True,TR_000720,L2,SUPPORT
TASK_000237,RES_0006,L3,1,True,TR_000721,L3,SUPPORT
TASK_000237,RES_0024,L1,1,True,TR_000722,L1,SUPPORT
TASK_000238,RES_0010,L3,1,False,TR_000723,L3,LEAD
TASK_000238,RES_0007,L1,1,False,TR_000724,L1,LEAD
TASK_000238,RES_0016,L2,1,True,TR_000725,L2,SUPPORT
TASK_000239,RES_0020,L1,1,True,TR_000726,L1,LEAD
TASK_000239,RES_0023,L3,1,True,TR_000727,L3,LEAD
TASK_000239,RES_0026,L1,1,True,TR_000728,L1,LEAD
TASK_000240,RES_0030,L3,1,True,TR_000729,L3,LEAD
TASK_000240,RES_0024,L1,1,True,TR_000730,L1,TECHNICIAN
TASK_000240,RES_0027,L2,1,True,TR_000731,L2,TECHNICIAN
TASK_000241,RES_0013,L1,1,True,TR_000732,L1,LEAD
TASK_000241,RES_0016,L2,1,True,TR_000733,L2,SUPPORT
TASK_000241,RES_0022,L2,1,True,TR_000734,L2,SUPPORT
TASK_000242,RES_0011,L1,1,True,TR_000735,L1,TECHNICIAN
TASK_000242,RES_0020,L1,1,True,TR_000736,L1,TECHNICIAN
TASK_000242,RES_0026,L1,1,True,TR_000737,L1,LEAD
TASK_000243,RES_0022,L2,1,True,TR_000738,L2,LEAD
TASK_000243,RES_0004,L1,1,True,TR_000739,L1,SUPPORT
TASK_000243,RES_0016,L2,1,True,TR_000740,L2,SUPPORT
TASK_000244,RES_0023,L3,1,True,TR_000741,L3,SUPPORT
TASK_000244,RES_0029,L1,1,True,TR_000742,L1,SUPPORT
TASK_000244,RES_0014,L1,1,True,TR_000743,L1,SUPPORT
TASK_000245,RES_0030,L3,1,False,TR_000744,L3,SUPPORT
TASK_000245,RES_0024,L1,1,True,TR_000745,L1,LEAD
TASK_000245,RES_0009,L3,1,True,TR_000746,L3,LEAD
TASK_000246,RES_0001,L3,1,True,TR_000747,L3,SUPPORT
TASK_000246,RES_0028,L2,1,True,TR_000748,L2,SUPPORT
TASK_000246,RES_0007,L1,1,True,TR_000749,L1,LEAD
TASK_000247,RES_0017,L3,1,True,TR_000750,L3,TECHNICIAN
TASK_000247,RES_0023,L3,1,True,TR_000751,L3,SUPPORT
TASK_000247,RES_0008,L1,1,True,TR_000752,L1,SUPPORT
TASK_000247,RES_0005,L1,1,True,TR_000753,L1,TECHNICIAN
TASK_000248,RES_0021,L1,1,True,TR_000754,L1,SUPPORT
TASK_000248,RES_0024,L1,1,True,TR_000755,L1,SUPPORT
TASK_000248,RES_0006,L3,1,True,TR_000756,L3,SUPPORT
TASK_000249,RES_0025,L2,1,True,TR_000757,L2,TECHNICIAN
TASK_000249,RES_0010,L3,1,True,TR_000758,L3,SUPPORT
TASK_000249,RES_0004,L1,1,True,TR_000759,L1,TECHNICIAN
TASK_000250,RES_0011,L1,1,True,TR_000760,L1,LEAD
TASK_000250,RES_0005,L1,1,False,TR_000761,L1,TECHNICIAN
TASK_000250,RES_0023,L3,1,True,TR_000762,L3,LEAD
TASK_000251,RES_0019,L1,1,True,TR_000763,L1,TECHNICIAN
TASK_000252,RES_0002,L2,1,True,TR_000764,L2,LEAD
TASK_000252,RES_0017,L3,1,True,TR_000765,L3,LEAD
TASK_000252,RES_0026,L1,1,True,TR_000766,L1,LEAD
TASK_000253,RES_0030,L3,1,True,TR_000767,L3,TECHNICIAN
TASK_000253,RES_0024,L1,1,True,TR_000768,L1,SUPPORT
TASK_000253,RES_0015,L3,1,True,TR_000769,L3,TECHNICIAN
TASK_000254,RES_0025,L2,1,True,TR_000770,L2,TECHNICIAN
TASK_000254,RES_0001,L3,1,True,TR_000771,L3,SUPPORT
TASK_000254,RES_0013,L1,1,True,TR_000772,L1,SUPPORT
