defect_id,asset_id,department,section_id,location_code,defect_type,severity,urgency,reported_time,status,target_resolution_time,is_overdue,repeat_defect,estimated_impact,recommended_action
DEF_000159,AST_000050,TRD,SEC_010,LOC_005,WEAR,MEDIUM,MEDIUM,2026-05-20,OPEN,24:00,TRUE,FALSE,0.36,TEST
DEF_000160,AST_000011,TRD,SEC_001,LOC_002,INSULATION_DEGRADATION,MEDIUM,MEDIUM,2026-03-26,RESOLVED,24:00,FALSE,TRUE,0.491,REPAIR
DEF_000161,AST_000022,ENGINEERING,SEC_002,LOC_002,SIGNAL_FAULT,MEDIUM,MEDIUM,2026-07-24,OPEN,24:00,TRUE,TRUE,0.691,REPLACE
DEF_000162,AST_000033,S&T,SEC_003,LOC_003,CORROSION,MEDIUM,MEDIUM,2026-05-01,OPEN,24:00,TRUE,FALSE,0.624,INSPECT
DEF_000163,AST_000044,TRD,SEC_004,LOC_004,ELECTRICAL_FAULT,MEDIUM,MEDIUM,2026-09-11,RESOLVED,24:00,FALSE,TRUE,0.327,INSPECT
DEF_000164,AST_000005,TRD,SEC_005,LOC_006,OTHER,MEDIUM,MEDIUM,2026-06-17,RESOLVED,24:00,FALSE,FALSE,0.364,INSPECT
DEF_000165,AST_000016,ENGINEERING,SEC_006,LOC_006,ELECTRICAL_FAULT,HIGH,HIGH,2026-08-11,OPEN,12:00,TRUE,FALSE,0.543,REPLACE
DEF_000166,AST_000027,S&T,SEC_007,LOC_007,WEAR,MEDIUM,MEDIUM,2026-03-22,OPEN,24:00,TRUE,TRUE,0.768,INSPECT
DEF_000167,AST_000038,TRD,SEC_008,LOC_008,ALIGNMENT,HIGH,HIGH,2026-07-01,OPEN,12:00,TRUE,TRUE,0.631,INSPECT
DEF_000168,AST_000049,ENGINEERING,SEC_009,LOC_010,SIGNAL_FAULT,MEDIUM,MEDIUM,2026-04-14,RESOLVED,24:00,FALSE,TRUE,0.216,INSPECT
DEF_000169,AST_000010,ENGINEERING,SEC_010,LOC_011,INSULATION_DEGRADATION,MEDIUM,MEDIUM,2026-04-23,OPEN,24:00,TRUE,FALSE,0.069,REPAIR
DEF_000170,AST_000021,S&T,SEC_001,LOC_001,CORROSION,HIGH,HIGH,2026-06-13,RESOLVED,12:00,FALSE,FALSE,0.659,REPAIR
DEF_000171,AST_000032,TRD,SEC_002,LOC_002,INSULATION_DEGRADATION,MEDIUM,MEDIUM,2026-06-23,MONITORED,24:00,TRUE,TRUE,0.26,INSPECT
DEF_000172,AST_000043,ENGINEERING,SEC_003,LOC_004,INSULATION_DEGRADATION,HIGH,HIGH,2026-07-08,RESOLVED,12:00,FALSE,TRUE,0.844,REPAIR
DEF_000173,AST_000004,ENGINEERING,SEC_004,LOC_005,OTHER,HIGH,HIGH,2026-03-27,RESOLVED,12:00,FALSE,FALSE,0.819,TEST
DEF_000174,AST_000015,S&T,SEC_005,LOC_005,ALIGNMENT,LOW,LOW,2026-07-21,MONITORED,72:00,TRUE,FALSE,0.268,TEST
DEF_000175,AST_000026,TRD,SEC_006,LOC_006,ELECTRICAL_FAULT,HIGH,HIGH,2026-08-27,OPEN,12:00,TRUE,FALSE,0.275,TEST
DEF_000176,AST_000037,ENGINEERING,SEC_007,LOC_008,ALIGNMENT,MEDIUM,MEDIUM,2026-07-04,OPEN,24:00,TRUE,TRUE,0.671,INSPECT
DEF_000177,AST_000048,S&T,SEC_008,LOC_009,WEAR,LOW,LOW,2026-07-16,OPEN,72:00,TRUE,TRUE,0.607,REPLACE
DEF_000178,AST_000009,S&T,SEC_009,LOC_010,OTHER,MEDIUM,MEDIUM,2026-09-12,OPEN,24:00,TRUE,TRUE,0.737,TEST
DEF_000179,AST_000020,TRD,SEC_010,LOC_005,ALIGNMENT,MEDIUM,MEDIUM,2026-07-31,RESOLVED,24:00,FALSE,FALSE,0.121,REPLACE
DEF_000180,AST_000031,ENGINEERING,SEC_001,LOC_002,SIGNAL_FAULT,CRITICAL,CRITICAL,2026-07-01,OPEN,04:00,TRUE,FALSE,0.201,INSPECT
DEF_000181,AST_000042,S&T,SEC_002,LOC_002,CORROSION,MEDIUM,MEDIUM,2026-04-24,RESOLVED,24:00,FALSE,FALSE,0.281,REPLACE
DEF_000182,AST_000003,S&T,SEC_003,LOC_004,ALIGNMENT,MEDIUM,MEDIUM,2026-07-19,OPEN,24:00,TRUE,TRUE,0.179,INSPECT
DEF_000183,AST_000014,TRD,SEC_004,LOC_005,ALIGNMENT,CRITICAL,CRITICAL,2026-07-17,OPEN,04:00,TRUE,TRUE,0.438,REPAIR
DEF_000184,AST_000025,ENGINEERING,SEC_005,LOC_006,WEAR,LOW,LOW,2026-05-17,RESOLVED,72:00,FALSE,TRUE,0.634,REPLACE
DEF_000185,AST_000036,S&T,SEC_006,LOC_007,ALIGNMENT,MEDIUM,MEDIUM,2026-05-21,OPEN,24:00,TRUE,TRUE,0.598,REPLACE
DEF_000186,AST_000047,TRD,SEC_007,LOC_008,CORROSION,MEDIUM,MEDIUM,2026-04-19,OPEN,24:00,TRUE,TRUE,0.438,TEST
DEF_000187,AST_000008,TRD,SEC_008,LOC_008,SIGNAL_FAULT,MEDIUM,MEDIUM,2026-05-18,MONITORED,24:00,TRUE,TRUE,0.861,REPAIR
DEF_000188,AST_000019,ENGINEERING,SEC_009,LOC_009,ELECTRICAL_FAULT,CRITICAL,CRITICAL,2026-05-10,OPEN,04:00,TRUE,TRUE,0.601,TEST
DEF_000189,AST_000030,S&T,SEC_010,LOC_005,SIGNAL_FAULT,CRITICAL,CRITICAL,2026-04-10,OPEN,04:00,TRUE,FALSE,0.07,TEST
DEF_000190,AST_000041,TRD,SEC_001,LOC_001,ALIGNMENT,HIGH,HIGH,2026-06-27,OPEN,12:00,TRUE,FALSE,0.069,TEST
DEF_000191,AST_000002,TRD,SEC_002,LOC_002,ELECTRICAL_FAULT,LOW,LOW,2026-03-27,OPEN,72:00,TRUE,FALSE,0.593,REPAIR
DEF_000192,AST_000013,ENGINEERING,SEC_003,LOC_004,INSULATION_DEGRADATION,MEDIUM,MEDIUM,2026-08-15,OPEN,24:00,TRUE,FALSE,0.783,REPAIR
DEF_000193,AST_000024,S&T,SEC_004,LOC_005,ALIGNMENT,MEDIUM,MEDIUM,2026-08-28,RESOLVED,24:00,FALSE,TRUE,0.13,REPLACE
DEF_000194,AST_000035,TRD,SEC_005,LOC_006,SIGNAL_FAULT,MEDIUM,MEDIUM,2026-04-10,OPEN,24:00,TRUE,FALSE,0.191,REPLACE
DEF_000195,AST_000046,ENGINEERING,SEC_006,LOC_007,ELECTRICAL_FAULT,LOW,LOW,2026-07-27,RESOLVED,72:00,FALSE,FALSE,0.264,REPAIR
DEF_000196,AST_000007,ENGINEERING,SEC_007,LOC_008,OTHER,CRITICAL,CRITICAL,2026-06-13,MONITORED,04:00,TRUE,FALSE,0.627,TEST
DEF_000197,AST_000018,S&T,SEC_008,LOC_009,ALIGNMENT,MEDIUM,MEDIUM,2026-04-20,OPEN,24:00,TRUE,FALSE,0.813,REPAIR
DEF_000198,AST_000029,TRD,SEC_009,LOC_010,SIGNAL_FAULT,MEDIUM,MEDIUM,2026-05-27,OPEN,24:00,TRUE,FALSE,0.289,REPAIR
DEF_000199,AST_000040,ENGINEERING,SEC_010,LOC_005,OTHER,MEDIUM,MEDIUM,2026-03-21,OPEN,24:00,TRUE,TRUE,0.341,TEST
DEF_000200,AST_000001,ENGINEERING,SEC_001,LOC_001,CORROSION,HIGH,HIGH,2026-07-26,OPEN,12:00,TRUE,FALSE,0.831,INSPECT
DEF_000201,AST_000012,S&T,SEC_002,LOC_002,CORROSION,LOW,LOW,2026-04-08,OPEN,72:00,TRUE,TRUE,0.611,INSPECT
DEF_000202,AST_000023,TRD,SEC_003,LOC_003,ELECTRICAL_FAULT,MEDIUM,MEDIUM,2026-05-10,MONITORED,24:00,TRUE,TRUE,0.434,INSPECT
DEF_000203,AST_000034,ENGINEERING,SEC_004,LOC_004,CORROSION,MEDIUM,MEDIUM,2026-06-19,OPEN,24:00,TRUE,FALSE,0.474,INSPECT
DEF_000204,AST_000045,S&T,SEC_005,LOC_006,OTHER,HIGH,HIGH,2026-07-06,OPEN,12:00,TRUE,TRUE,0.898,INSPECT
DEF_000205,AST_000006,S&T,SEC_006,LOC_007,SIGNAL_FAULT,MEDIUM,MEDIUM,2026-09-08,OPEN,24:00,TRUE,FALSE,0.756,REPAIR
DEF_000206,AST_000017,TRD,SEC_007,LOC_007,CORROSION,HIGH,HIGH,2026-06-11,RESOLVED,12:00,FALSE,TRUE,0.876,REPLACE
DEF_000207,AST_000028,ENGINEERING,SEC_008,LOC_009,ALIGNMENT,HIGH,HIGH,2026-06-17,MONITORED,12:00,TRUE,FALSE,0.632,REPAIR
DEF_000208,AST_000039,S&T,SEC_009,LOC_010,SIGNAL_FAULT,LOW,LOW,2026-07-04,OPEN,72:00,TRUE,TRUE,0.686,INSPECT
DEF_000209,AST_000050,TRD,SEC_010,LOC_005,CORROSION,MEDIUM,MEDIUM,2026-07-20,RESOLVED,24:00,FALSE,FALSE,0.775,TEST
DEF_000210,AST_000011,TRD,SEC_001,LOC_002,ELECTRICAL_FAULT,HIGH,HIGH,2026-08-18,OPEN,12:00,TRUE,FALSE,0.374,REPLACE
DEF_000211,AST_000022,ENGINEERING,SEC_002,LOC_002,SIGNAL_FAULT,MEDIUM,MEDIUM,2026-05-24,MONITORED,24:00,TRUE,TRUE,0.202,REPAIR
DEF_000212,AST_000033,S&T,SEC_003,LOC_003,SIGNAL_FAULT,HIGH,HIGH,2026-04-07,OPEN,12:00,TRUE,FALSE,0.078,REPLACE
DEF_000213,AST_000044,TRD,SEC_004,LOC_004,ELECTRICAL_FAULT,LOW,LOW,2026-04-07,OPEN,72:00,TRUE,TRUE,0.475,INSPECT
DEF_000214,AST_000005,TRD,SEC_005,LOC_006,ELECTRICAL_FAULT,MEDIUM,MEDIUM,2026-07-06,OPEN,24:00,TRUE,TRUE,0.468,TEST
DEF_000215,AST_000016,ENGINEERING,SEC_006,LOC_006,WEAR,MEDIUM,MEDIUM,2026-05-27,RESOLVED,24:00,FALSE,TRUE,0.467,INSPECT
DEF_000216,AST_000027,S&T,SEC_007,LOC_007,WEAR,MEDIUM,MEDIUM,2026-07-20,OPEN,24:00,TRUE,TRUE,0.504,INSPECT
DEF_000217,AST_000038,TRD,SEC_008,LOC_008,CORROSION,MEDIUM,MEDIUM,2026-07-12,OPEN,24:00,TRUE,FALSE,0.78,REPLACE
DEF_000218,AST_000049,ENGINEERING,SEC_009,LOC_010,ALIGNMENT,HIGH,HIGH,2026-06-11,OPEN,12:00,TRUE,FALSE,0.754,REPLACE
DEF_000219,AST_000010,ENGINEERING,SEC_010,LOC_011,ELECTRICAL_FAULT,HIGH,HIGH,2026-04-24,OPEN,12:00,TRUE,TRUE,0.268,REPAIR
DEF_000220,AST_000021,S&T,SEC_001,LOC_001,WEAR,MEDIUM,MEDIUM,2026-09-03,RESOLVED,24:00,FALSE,FALSE,0.225,TEST
DEF_000221,AST_000032,TRD,SEC_002,LOC_002,OTHER,HIGH,HIGH,2026-07-19,MONITORED,12:00,TRUE,TRUE,0.201,TEST
DEF_000222,AST_000043,ENGINEERING,SEC_003,LOC_004,SIGNAL_FAULT,HIGH,HIGH,2026-05-25,OPEN,12:00,TRUE,TRUE,0.486,TEST
DEF_000223,AST_000004,ENGINEERING,SEC_004,LOC_005,INSULATION_DEGRADATION,MEDIUM,MEDIUM,2026-04-08,MONITORED,24:00,TRUE,FALSE,0.619,REPAIR
DEF_000224,AST_000015,S&T,SEC_005,LOC_005,CORROSION,LOW,LOW,2026-05-26,MONITORED,72:00,TRUE,TRUE,0.364,TEST
DEF_000225,AST_000026,TRD,SEC_006,LOC_006,ALIGNMENT,MEDIUM,MEDIUM,2026-04-02,MONITORED,24:00,TRUE,FALSE,0.535,REPAIR
DEF_000226,AST_000037,ENGINEERING,SEC_007,LOC_008,ALIGNMENT,LOW,LOW,2026-03-24,OPEN,72:00,TRUE,TRUE,0.746,TEST
DEF_000227,AST_000048,S&T,SEC_008,LOC_009,ALIGNMENT,MEDIUM,MEDIUM,2026-09-10,MONITORED,24:00,TRUE,FALSE,0.27,REPAIR
DEF_000228,AST_000009,S&T,SEC_009,LOC_010,CORROSION,HIGH,HIGH,2026-05-21,OPEN,12:00,TRUE,FALSE,0.338,TEST
DEF_000229,AST_000020,TRD,SEC_010,LOC_005,OTHER,HIGH,HIGH,2026-04-01,OPEN,12:00,TRUE,TRUE,0.79,INSPECT
DEF_000230,AST_000031,ENGINEERING,SEC_001,LOC_002,WEAR,HIGH,HIGH,2026-08-12,OPEN,12:00,TRUE,FALSE,0.948,INSPECT
DEF_000231,AST_000042,S&T,SEC_002,LOC_002,OTHER,HIGH,HIGH,2026-08-15,OPEN,12:00,TRUE,FALSE,0.845,TEST
DEF_000232,AST_000003,S&T,SEC_003,LOC_004,CORROSION,MEDIUM,MEDIUM,2026-03-22,MONITORED,24:00,TRUE,FALSE,0.608,TEST
DEF_000233,AST_000014,TRD,SEC_004,LOC_005,ALIGNMENT,LOW,LOW,2026-08-29,MONITORED,72:00,TRUE,TRUE,0.176,REPLACE
DEF_000234,AST_000025,ENGINEERING,SEC_005,LOC_006,SIGNAL_FAULT,MEDIUM,MEDIUM,2026-05-04,MONITORED,24:00,TRUE,TRUE,0.723,INSPECT
DEF_000235,AST_000036,S&T,SEC_006,LOC_007,ALIGNMENT,HIGH,HIGH,2026-07-31,MONITORED,12:00,TRUE,TRUE,0.482,REPLACE
DEF_000236,AST_000047,TRD,SEC_007,LOC_008,CORROSION,MEDIUM,MEDIUM,2026-05-25,RESOLVED,24:00,FALSE,TRUE,0.149,REPAIR
DEF_000237,AST_000008,TRD,SEC_008,LOC_008,WEAR,LOW,LOW,2026-04-12,OPEN,72:00,TRUE,FALSE,0.507,INSPECT
DEF_000238,AST_000019,ENGINEERING,SEC_009,LOC_009,ELECTRICAL_FAULT,MEDIUM,MEDIUM,2026-08-02,OPEN,24:00,TRUE,TRUE,0.162,TEST
DEF_000239,AST_000030,S&T,SEC_010,LOC_005,INSULATION_DEGRADATION,MEDIUM,MEDIUM,2026-06-14,OPEN,24:00,TRUE,TRUE,0.069,REPAIR
DEF_000240,AST_000041,TRD,SEC_001,LOC_001,CORROSION,LOW,LOW,2026-06-02,OPEN,72:00,TRUE,FALSE,0.521,REPLACE
DEF_000241,AST_000002,TRD,SEC_002,LOC_002,INSULATION_DEGRADATION,MEDIUM,MEDIUM,2026-05-21,MONITORED,24:00,TRUE,TRUE,0.795,REPAIR
DEF_000242,AST_000013,ENGINEERING,SEC_003,LOC_004,CORROSION,MEDIUM,MEDIUM,2026-08-03,OPEN,24:00,TRUE,FALSE,0.132,REPLACE
DEF_000243,AST_000024,S&T,SEC_004,LOC_005,WEAR,MEDIUM,MEDIUM,2026-04-30,OPEN,24:00,TRUE,FALSE,0.921,REPAIR
DEF_000244,AST_000035,TRD,SEC_005,LOC_006,OTHER,LOW,LOW,2026-08-15,MONITORED,72:00,TRUE,TRUE,0.947,TEST
DEF_000245,AST_000046,ENGINEERING,SEC_006,LOC_007,ALIGNMENT,HIGH,HIGH,2026-09-05,OPEN,12:00,TRUE,FALSE,0.268,INSPECT
DEF_000246,AST_000007,ENGINEERING,SEC_007,LOC_008,INSULATION_DEGRADATION,MEDIUM,MEDIUM,2026-08-27,OPEN,24:00,TRUE,FALSE,0.388,REPLACE
DEF_000247,AST_000018,S&T,SEC_008,LOC_009,OTHER,LOW,LOW,2026-07-09,MONITORED,72:00,TRUE,TRUE,0.114,REPAIR
DEF_000248,AST_000029,TRD,SEC_009,LOC_010,CORROSION,MEDIUM,MEDIUM,2026-05-21,RESOLVED,24:00,FALSE,FALSE,0.602,INSPECT
DEF_000249,AST_000040,ENGINEERING,SEC_010,LOC_005,WEAR,MEDIUM,MEDIUM,2026-04-04,RESOLVED,24:00,FALSE,FALSE,0.621,REPAIR
DEF_000250,AST_000001,ENGINEERING,SEC_001,LOC_001,ALIGNMENT,HIGH,HIGH,2026-08-06,OPEN,12:00,TRUE,TRUE,0.812,INSPECT
DEF_000251,AST_000012,S&T,SEC_002,LOC_002,CORROSION,HIGH,HIGH,2026-04-19,OPEN,12:00,TRUE,TRUE,0.855,TEST
DEF_000252,AST_000023,TRD,SEC_003,LOC_003,SIGNAL_FAULT,MEDIUM,MEDIUM,2026-08-14,OPEN,24:00,TRUE,FALSE,0.836,TEST
DEF_000253,AST_000034,ENGINEERING,SEC_004,LOC_004,ALIGNMENT,MEDIUM,MEDIUM,2026-04-02,OPEN,24:00,TRUE,TRUE,0.489,INSPECT
DEF_000254,AST_000045,S&T,SEC_005,LOC_006,WEAR,MEDIUM,MEDIUM,2026-05-11,RESOLVED,24:00,FALSE,FALSE,0.705,REPLACE
DEF_000255,AST_000006,S&T,SEC_006,LOC_007,ALIGNMENT,MEDIUM,MEDIUM,2026-07-24,OPEN,24:00,TRUE,FALSE,0.852,INSPECT
DEF_000256,AST_000017,TRD,SEC_007,LOC_007,ALIGNMENT,MEDIUM,MEDIUM,2026-04-14,RESOLVED,24:00,FALSE,TRUE,0.142,REPAIR
DEF_000257,AST_000028,ENGINEERING,SEC_008,LOC_009,WEAR,MEDIUM,MEDIUM,2026-05-30,OPEN,24:00,TRUE,TRUE,0.657,TEST
DEF_000258,AST_000039,S&T,SEC_009,LOC_010,SIGNAL_FAULT,HIGH,HIGH,2026-05-14,OPEN,12:00,TRUE,TRUE,0.796,TEST
DEF_000259,AST_000050,TRD,SEC_010,LOC_005,OTHER,HIGH,HIGH,2026-05-23,OPEN,12:00,TRUE,FALSE,0.602,INSPECT
DEF_000260,AST_000011,TRD,SEC_001,LOC_002,INSULATION_DEGRADATION,LOW,LOW,2026-06-06,MONITORED,72:00,TRUE,TRUE,0.708,INSPECT
DEF_000261,AST_000022,ENGINEERING,SEC_002,LOC_002,ALIGNMENT,MEDIUM,MEDIUM,2026-06-16,OPEN,24:00,TRUE,FALSE,0.893,REPLACE
DEF_000262,AST_000033,S&T,SEC_003,LOC_003,WEAR,HIGH,HIGH,2026-06-16,OPEN,12:00,TRUE,FALSE,0.763,REPLACE
DEF_000263,AST_000044,TRD,SEC_004,LOC_004,SIGNAL_FAULT,MEDIUM,MEDIUM,2026-05-04,RESOLVED,24:00,FALSE,FALSE,0.878,TEST
DEF_000264,AST_000005,TRD,SEC_005,LOC_006,ELECTRICAL_FAULT,MEDIUM,MEDIUM,2026-07-14,OPEN,24:00,TRUE,TRUE,0.254,REPLACE
DEF_000265,AST_000016,ENGINEERING,SEC_006,LOC_006,OTHER,HIGH,HIGH,2026-05-07,OPEN,12:00,TRUE,TRUE,0.514,INSPECT
DEF_000266,AST_000027,S&T,SEC_007,LOC_007,ALIGNMENT,MEDIUM,MEDIUM,2026-05-11,OPEN,24:00,TRUE,FALSE,0.405,INSPECT
DEF_000267,AST_000038,TRD,SEC_008,LOC_008,ALIGNMENT,MEDIUM,MEDIUM,2026-09-13,OPEN,24:00,FALSE,TRUE,0.395,TEST
DEF_000268,AST_000049,ENGINEERING,SEC_009,LOC_010,CORROSION,LOW,LOW,2026-08-05,RESOLVED,72:00,FALSE,TRUE,0.211,REPLACE
DEF_000269,AST_000010,ENGINEERING,SEC_010,LOC_011,ELECTRICAL_FAULT,MEDIUM,MEDIUM,2026-07-22,OPEN,24:00,TRUE,TRUE,0.721,INSPECT
DEF_000270,AST_000021,S&T,SEC_001,LOC_001,ELECTRICAL_FAULT,MEDIUM,MEDIUM,2026-06-21,OPEN,24:00,TRUE,FALSE,0.185,REPAIR
DEF_000271,AST_000032,TRD,SEC_002,LOC_002,INSULATION_DEGRADATION,MEDIUM,MEDIUM,2026-09-13,RESOLVED,24:00,FALSE,TRUE,0.2,INSPECT
DEF_000272,AST_000043,ENGINEERING,SEC_003,LOC_004,SIGNAL_FAULT,MEDIUM,MEDIUM,2026-07-15,OPEN,24:00,TRUE,TRUE,0.325,TEST
DEF_000273,AST_000004,ENGINEERING,SEC_004,LOC_005,CORROSION,LOW,LOW,2026-07-24,OPEN,72:00,TRUE,FALSE,0.611,REPLACE
DEF_000274,AST_000015,S&T,SEC_005,LOC_005,OTHER,LOW,LOW,2026-04-14,OPEN,72:00,TRUE,FALSE,0.435,TEST
DEF_000275,AST_000026,TRD,SEC_006,LOC_006,SIGNAL_FAULT,MEDIUM,MEDIUM,2026-08-01,RESOLVED,24:00,FALSE,TRUE,0.886,INSPECT
DEF_000276,AST_000037,ENGINEERING,SEC_007,LOC_008,INSULATION_DEGRADATION,MEDIUM,MEDIUM,2026-08-02,RESOLVED,24:00,FALSE,FALSE,0.072,TEST
DEF_000277,AST_000048,S&T,SEC_008,LOC_009,OTHER,CRITICAL,CRITICAL,2026-03-26,OPEN,04:00,TRUE,FALSE,0.775,REPLACE
DEF_000278,AST_000009,S&T,SEC_009,LOC_010,OTHER,HIGH,HIGH,2026-07-30,RESOLVED,12:00,FALSE,TRUE,0.52,TEST
DEF_000279,AST_000020,TRD,SEC_010,LOC_005,OTHER,CRITICAL,CRITICAL,2026-04-08,MONITORED,04:00,TRUE,TRUE,0.856,TEST
DEF_000280,AST_000031,ENGINEERING,SEC_001,LOC_002,CORROSION,LOW,LOW,2026-06-26,OPEN,72:00,TRUE,FALSE,0.933,TEST
DEF_000281,AST_000042,S&T,SEC_002,LOC_002,ELECTRICAL_FAULT,CRITICAL,CRITICAL,2026-06-04,RESOLVED,04:00,FALSE,FALSE,0.278,REPLACE
DEF_000282,AST_000003,S&T,SEC_003,LOC_004,SIGNAL_FAULT,HIGH,HIGH,2026-04-14,MONITORED,12:00,TRUE,FALSE,0.284,REPLACE
DEF_000283,AST_000014,TRD,SEC_004,LOC_005,WEAR,CRITICAL,CRITICAL,2026-06-15,OPEN,04:00,TRUE,FALSE,0.937,REPAIR
DEF_000284,AST_000025,ENGINEERING,SEC_005,LOC_006,WEAR,MEDIUM,MEDIUM,2026-04-15,MONITORED,24:00,TRUE,TRUE,0.253,TEST
DEF_000285,AST_000036,S&T,SEC_006,LOC_007,OTHER,MEDIUM,MEDIUM,2026-05-28,OPEN,24:00,TRUE,TRUE,0.561,INSPECT
DEF_000286,AST_000047,TRD,SEC_007,LOC_008,ALIGNMENT,HIGH,HIGH,2026-04-25,RESOLVED,12:00,FALSE,FALSE,0.363,REPAIR
DEF_000287,AST_000008,TRD,SEC_008,LOC_008,ALIGNMENT,MEDIUM,MEDIUM,2026-09-12,OPEN,24:00,TRUE,TRUE,0.386,REPAIR
DEF_000288,AST_000019,ENGINEERING,SEC_009,LOC_009,WEAR,HIGH,HIGH,2026-06-11,OPEN,12:00,TRUE,TRUE,0.302,INSPECT
DEF_000289,AST_000030,S&T,SEC_010,LOC_005,INSULATION_DEGRADATION,MEDIUM,MEDIUM,2026-04-10,OPEN,24:00,TRUE,TRUE,0.358,REPAIR
DEF_000290,AST_000041,TRD,SEC_001,LOC_001,ELECTRICAL_FAULT,HIGH,HIGH,2026-03-20,OPEN,12:00,TRUE,TRUE,0.77,TEST
DEF_000291,AST_000002,TRD,SEC_002,LOC_002,SIGNAL_FAULT,LOW,LOW,2026-07-05,RESOLVED,72:00,FALSE,FALSE,0.807,TEST
DEF_000292,AST_000013,ENGINEERING,SEC_003,LOC_004,ELECTRICAL_FAULT,HIGH,HIGH,2026-08-06,OPEN,12:00,TRUE,FALSE,0.818,TEST
DEF_000293,AST_000024,S&T,SEC_004,LOC_005,OTHER,MEDIUM,MEDIUM,2026-05-13,MONITORED,24:00,TRUE,FALSE,0.109,REPLACE
DEF_000294,AST_000035,TRD,SEC_005,LOC_006,OTHER,HIGH,HIGH,2026-06-08,OPEN,12:00,TRUE,TRUE,0.66,TEST
DEF_000295,AST_000046,ENGINEERING,SEC_006,LOC_007,OTHER,MEDIUM,MEDIUM,2026-03-21,MONITORED,24:00,TRUE,TRUE,0.696,INSPECT
DEF_000296,AST_000007,ENGINEERING,SEC_007,LOC_008,CORROSION,HIGH,HIGH,2026-07-04,OPEN,12:00,TRUE,FALSE,0.898,TEST
DEF_000297,AST_000018,S&T,SEC_008,LOC_009,OTHER,MEDIUM,MEDIUM,2026-05-25,OPEN,24:00,TRUE,TRUE,0.549,REPAIR
DEF_000298,AST_000029,TRD,SEC_009,LOC_010,WEAR,HIGH,HIGH,2026-05-13,OPEN,12:00,TRUE,TRUE,0.102,INSPECT
DEF_000299,AST_000040,ENGINEERING,SEC_010,LOC_005,INSULATION_DEGRADATION,MEDIUM,MEDIUM,2026-04-19,MONITORED,24:00,TRUE,FALSE,0.672,REPLACE
DEF_000300,AST_000001,ENGINEERING,SEC_001,LOC_001,OTHER,MEDIUM,MEDIUM,2026-09-09,OPEN,24:00,TRUE,FALSE,0.304,REPLACE
