dependency_id,predecessor_task_id,successor_task_id,dependency_type,minimum_gap_min,mandatory
DEP_000398,TASK_000385,TASK_000485,FINISH_TO_START,30,True
DEP_000399,TASK_000435,TASK_000485,FINISH_TO_START,30,True
DEP_000400,TASK_000235,TASK_000435,FINISH_TO_START,30,True
DEP_000401,TASK_000035,TASK_000235,FINISH_TO_START,30,False
DEP_000402,TASK_000035,TASK_000135,FINISH_TO_START,30,True
DEP_000403,TASK_000135,TASK_000185,FINISH_TO_START,30,True
DEP_000404,TASK_000185,TASK_000285,FINISH_TO_START,30,True
DEP_000405,TASK_000085,TASK_000285,FINISH_TO_START,30,False
DEP_000406,TASK_000078,TASK_000128,FINISH_TO_START,30,True
DEP_000407,TASK_000128,TASK_000378,FINISH_TO_START,30,True
DEP_000408,TASK_000178,TASK_000378,FINISH_TO_START,30,True
DEP_000409,TASK_000178,TASK_000478,FINISH_TO_START,30,False
DEP_000410,TASK_000278,TASK_000478,FINISH_TO_START,30,True
DEP_000411,TASK_000028,TASK_000278,FINISH_TO_START,30,True
DEP_000412,TASK_000028,TASK_000328,FINISH_TO_START,30,True
DEP_000413,TASK_000228,TASK_000328,FINISH_TO_START,30,False
DEP_000414,TASK_000228,TASK_000428,FINISH_TO_START,30,True
DEP_000415,TASK_000071,TASK_000421,FINISH_TO_START,30,True
DEP_000416,TASK_000121,TASK_000421,FINISH_TO_START,30,True
DEP_000417,TASK_000121,TASK_000371,FINISH_TO_START,30,False
DEP_000418,TASK_000321,TASK_000371,FINISH_TO_START,30,True
DEP_000419,TASK_000021,TASK_000321,FINISH_TO_START,30,True
DEP_000420,TASK_000021,TASK_000171,FINISH_TO_START,30,True
DEP_000421,TASK_000171,TASK_000221,FINISH_TO_START,30,False
DEP_000422,TASK_000221,TASK_000471,FINISH_TO_START,30,True
DEP_000423,TASK_000271,TASK_000471,FINISH_TO_START,30,True
DEP_000424,TASK_000014,TASK_000214,FINISH_TO_START,30,True
DEP_000425,TASK_000014,TASK_000114,FINISH_TO_START,30,False
DEP_000426,TASK_000114,TASK_000164,FINISH_TO_START,30,True
DEP_000427,TASK_000164,TASK_000264,FINISH_TO_START,30,True
DEP_000428,TASK_000264,TASK_000314,FINISH_TO_START,30,True
DEP_000429,TASK_000314,TASK_000364,FINISH_TO_START,30,False
DEP_000430,TASK_000364,TASK_000414,FINISH_TO_START,30,True
DEP_000431,TASK_000414,TASK_000464,FINISH_TO_START,30,True
DEP_000432,TASK_000064,TASK_000464,FINISH_TO_START,30,True
DEP_000433,TASK_000257,TASK_000307,FINISH_TO_START,30,False
DEP_000434,TASK_000257,TASK_000457,FINISH_TO_START,30,True
DEP_000435,TASK_000407,TASK_000457,FINISH_TO_START,30,True
DEP_000436,TASK_000157,TASK_000407,FINISH_TO_START,30,True
DEP_000437,TASK_000157,TASK_000357,FINISH_TO_START,30,False
DEP_000438,TASK_000007,TASK_000357,FINISH_TO_START,30,True
DEP_000439,TASK_000007,TASK_000107,FINISH_TO_START,30,True
DEP_000440,TASK_000107,TASK_000207,FINISH_TO_START,30,True
DEP_000441,TASK_000057,TASK_000207,FINISH_TO_START,30,False
DEP_000442,TASK_000100,TASK_000150,FINISH_TO_START,30,True
DEP_000443,TASK_000150,TASK_000250,FINISH_TO_START,30,True
DEP_000444,TASK_000050,TASK_000250,FINISH_TO_START,30,True
DEP_000445,TASK_000050,TASK_000200,FINISH_TO_START,30,False
DEP_000446,TASK_000200,TASK_000500,FINISH_TO_START,30,True
DEP_000447,TASK_000350,TASK_000500,FINISH_TO_START,30,True
DEP_000448,TASK_000350,TASK_000450,FINISH_TO_START,30,True
DEP_000449,TASK_000300,TASK_000450,FINISH_TO_START,30,False
DEP_000450,TASK_000300,TASK_000400,FINISH_TO_START,30,True
DEP_000451,TASK_000003,TASK_000011,FINISH_TO_START,15,True
DEP_000452,TASK_000013,TASK_000023,FINISH_TO_START,15,True
DEP_000453,TASK_000033,TASK_000043,FINISH_TO_START,15,False
DEP_000454,TASK_000053,TASK_000063,FINISH_TO_START,15,True
DEP_000455,TASK_000073,TASK_000083,FINISH_TO_START,15,True
DEP_000456,TASK_000093,TASK_000103,FINISH_TO_START,15,True
DEP_000457,TASK_000113,TASK_000123,FINISH_TO_START,15,False
DEP_000458,TASK_000133,TASK_000143,FINISH_TO_START,15,True
DEP_000459,TASK_000153,TASK_000163,FINISH_TO_START,15,True
DEP_000460,TASK_000173,TASK_000183,FINISH_TO_START,15,True
DEP_000461,TASK_000193,TASK_000203,FINISH_TO_START,15,False
DEP_000462,TASK_000213,TASK_000223,FINISH_TO_START,15,True
DEP_000463,TASK_000233,TASK_000243,FINISH_TO_START,15,True
DEP_000464,TASK_000253,TASK_000263,FINISH_TO_START,15,True
DEP_000465,TASK_000273,TASK_000283,FINISH_TO_START,15,False
DEP_000466,TASK_000293,TASK_000303,FINISH_TO_START,15,True
DEP_000467,TASK_000313,TASK_000323,FINISH_TO_START,15,True
DEP_000468,TASK_000333,TASK_000343,FINISH_TO_START,15,True
DEP_000469,TASK_000353,TASK_000363,FINISH_TO_START,15,False
DEP_000470,TASK_000373,TASK_000383,FINISH_TO_START,15,True
DEP_000471,TASK_000393,TASK_000403,FINISH_TO_START,15,True
DEP_000472,TASK_000413,TASK_000423,FINISH_TO_START,15,True
DEP_000473,TASK_000433,TASK_000443,FINISH_TO_START,15,False
DEP_000474,TASK_000453,TASK_000463,FINISH_TO_START,15,True
DEP_000475,TASK_000473,TASK_000483,FINISH_TO_START,15,True
DEP_000476,TASK_000006,TASK_000016,FINISH_TO_START,15,True
DEP_000477,TASK_000026,TASK_000036,FINISH_TO_START,15,False
DEP_000478,TASK_000046,TASK_000056,FINISH_TO_START,15,True
DEP_000479,TASK_000066,TASK_000076,FINISH_TO_START,15,True
DEP_000480,TASK_000086,TASK_000096,FINISH_TO_START,15,True
DEP_000481,TASK_000106,TASK_000116,FINISH_TO_START,15,False
DEP_000482,TASK_000126,TASK_000136,FINISH_TO_START,15,True
DEP_000483,TASK_000146,TASK_000156,FINISH_TO_START,15,True
DEP_000484,TASK_000166,TASK_000176,FINISH_TO_START,15,True
DEP_000485,TASK_000186,TASK_000196,FINISH_TO_START,15,False
DEP_000486,TASK_000206,TASK_000216,FINISH_TO_START,15,True
DEP_000487,TASK_000226,TASK_000236,FINISH_TO_START,15,True
DEP_000488,TASK_000246,TASK_000256,FINISH_TO_START,15,True
DEP_000489,TASK_000266,TASK_000276,FINISH_TO_START,15,False
DEP_000490,TASK_000286,TASK_000296,FINISH_TO_START,15,True
DEP_000491,TASK_000306,TASK_000316,FINISH_TO_START,15,True
DEP_000492,TASK_000326,TASK_000336,FINISH_TO_START,15,True
DEP_000493,TASK_000346,TASK_000356,FINISH_TO_START,15,False
DEP_000494,TASK_000366,TASK_000376,FINISH_TO_START,15,True
DEP_000495,TASK_000386,TASK_000396,FINISH_TO_START,15,True
DEP_000496,TASK_000406,TASK_000416,FINISH_TO_START,15,True
DEP_000497,TASK_000426,TASK_000436,FINISH_TO_START,15,False
DEP_000498,TASK_000446,TASK_000456,FINISH_TO_START,15,True
DEP_000499,TASK_000466,TASK_000476,FINISH_TO_START,15,True
DEP_000500,TASK_000486,TASK_000496,FINISH_TO_START,15,True
DEP_000501,TASK_000009,TASK_000019,FINISH_TO_START,15,False
DEP_000502,TASK_000029,TASK_000039,FINISH_TO_START,15,True
DEP_000503,TASK_000049,TASK_000059,FINISH_TO_START,15,True
DEP_000504,TASK_000069,TASK_000079,FINISH_TO_START,15,True
DEP_000505,TASK_000089,TASK_000099,FINISH_TO_START,15,False
DEP_000506,TASK_000109,TASK_000119,FINISH_TO_START,15,True
DEP_000507,TASK_000129,TASK_000139,FINISH_TO_START,15,True
DEP_000508,TASK_000149,TASK_000159,FINISH_TO_START,15,True
DEP_000509,TASK_000169,TASK_000179,FINISH_TO_START,15,False
DEP_000510,TASK_000189,TASK_000199,FINISH_TO_START,15,True
DEP_000511,TASK_000209,TASK_000219,FINISH_TO_START,15,True
DEP_000512,TASK_000229,TASK_000239,FINISH_TO_START,15,True
DEP_000513,TASK_000249,TASK_000259,FINISH_TO_START,15,False
DEP_000514,TASK_000269,TASK_000279,FINISH_TO_START,15,True
DEP_000515,TASK_000289,TASK_000299,FINISH_TO_START,15,True
DEP_000516,TASK_000309,TASK_000319,FINISH_TO_START,15,True
DEP_000517,TASK_000329,TASK_000339,FINISH_TO_START,15,False
DEP_000518,TASK_000349,TASK_000359,FINISH_TO_START,15,True
DEP_000519,TASK_000369,TASK_000379,FINISH_TO_START,15,True
DEP_000520,TASK_000389,TASK_000399,FINISH_TO_START,15,True
DEP_000521,TASK_000409,TASK_000419,FINISH_TO_START,15,False
DEP_000522,TASK_000429,TASK_000439,FINISH_TO_START,15,True
DEP_000523,TASK_000449,TASK_000459,FINISH_TO_START,15,True
DEP_000524,TASK_000469,TASK_000479,FINISH_TO_START,15,True
DEP_000525,TASK_000489,TASK_000499,FINISH_TO_START,15,False
DEP_000526,TASK_000002,TASK_000012,FINISH_TO_START,15,True
DEP_000527,TASK_000022,TASK_000032,FINISH_TO_START,15,True
DEP_000528,TASK_000042,TASK_000052,FINISH_TO_START,15,True
DEP_000529,TASK_000062,TASK_000072,FINISH_TO_START,15,False
DEP_000530,TASK_000082,TASK_000092,FINISH_TO_START,15,True
DEP_000531,TASK_000102,TASK_000112,FINISH_TO_START,15,True
DEP_000532,TASK_000122,TASK_000132,FINISH_TO_START,15,True
DEP_000533,TASK_000142,TASK_000152,FINISH_TO_START,15,False
DEP_000534,TASK_000162,TASK_000172,FINISH_TO_START,15,True
DEP_000535,TASK_000182,TASK_000192,FINISH_TO_START,15,True
DEP_000536,TASK_000202,TASK_000212,FINISH_TO_START,15,True
DEP_000537,TASK_000222,TASK_000232,FINISH_TO_START,15,False
DEP_000538,TASK_000242,TASK_000252,FINISH_TO_START,15,True
DEP_000539,TASK_000262,TASK_000272,FINISH_TO_START,15,True
DEP_000540,TASK_000282,TASK_000292,FINISH_TO_START,15,True
DEP_000541,TASK_000302,TASK_000312,FINISH_TO_START,15,False
DEP_000542,TASK_000322,TASK_000332,FINISH_TO_START,15,True
DEP_000543,TASK_000342,TASK_000352,FINISH_TO_START,15,True
DEP_000544,TASK_000362,TASK_000372,FINISH_TO_START,15,True
DEP_000545,TASK_000382,TASK_000392,FINISH_TO_START,15,False
DEP_000546,TASK_000402,TASK_000412,FINISH_TO_START,15,True
DEP_000547,TASK_000422,TASK_000432,FINISH_TO_START,15,True
DEP_000548,TASK_000442,TASK_000452,FINISH_TO_START,15,True
DEP_000549,TASK_000462,TASK_000472,FINISH_TO_START,15,False
DEP_000550,TASK_000482,TASK_000492,FINISH_TO_START,15,True
DEP_000551,TASK_000005,TASK_000015,FINISH_TO_START,15,True
DEP_000552,TASK_000025,TASK_000035,FINISH_TO_START,15,True
DEP_000553,TASK_000045,TASK_000055,FINISH_TO_START,15,False
DEP_000554,TASK_000065,TASK_000075,FINISH_TO_START,15,True
DEP_000555,TASK_000085,TASK_000095,FINISH_TO_START,15,True
DEP_000556,TASK_000105,TASK_000115,FINISH_TO_START,15,True
DEP_000557,TASK_000125,TASK_000135,FINISH_TO_START,15,False
DEP_000558,TASK_000145,TASK_000155,FINISH_TO_START,15,True
DEP_000559,TASK_000165,TASK_000175,FINISH_TO_START,15,True
DEP_000560,TASK_000185,TASK_000195,FINISH_TO_START,15,True
DEP_000561,TASK_000205,TASK_000215,FINISH_TO_START,15,False
DEP_000562,TASK_000225,TASK_000235,FINISH_TO_START,15,True
DEP_000563,TASK_000245,TASK_000255,FINISH_TO_START,15,True
DEP_000564,TASK_000265,TASK_000275,FINISH_TO_START,15,True
DEP_000565,TASK_000285,TASK_000295,FINISH_TO_START,15,False
DEP_000566,TASK_000305,TASK_000315,FINISH_TO_START,15,True
DEP_000567,TASK_000325,TASK_000335,FINISH_TO_START,15,True
DEP_000568,TASK_000345,TASK_000355,FINISH_TO_START,15,True
DEP_000569,TASK_000365,TASK_000375,FINISH_TO_START,15,False
DEP_000570,TASK_000385,TASK_000395,FINISH_TO_START,15,True
DEP_000571,TASK_000405,TASK_000415,FINISH_TO_START,15,True
DEP_000572,TASK_000425,TASK_000435,FINISH_TO_START,15,True
DEP_000573,TASK_000445,TASK_000455,FINISH_TO_START,15,False
DEP_000574,TASK_000465,TASK_000475,FINISH_TO_START,15,True
DEP_000575,TASK_000485,TASK_000495,FINISH_TO_START,15,True
DEP_000576,TASK_000008,TASK_000018,FINISH_TO_START,15,True
DEP_000577,TASK_000028,TASK_000038,FINISH_TO_START,15,False
DEP_000578,TASK_000048,TASK_000058,FINISH_TO_START,15,True
DEP_000579,TASK_000068,TASK_000078,FINISH_TO_START,15,True
DEP_000580,TASK_000088,TASK_000098,FINISH_TO_START,15,True
DEP_000581,TASK_000108,TASK_000118,FINISH_TO_START,15,False
DEP_000582,TASK_000128,TASK_000138,FINISH_TO_START,15,True
DEP_000583,TASK_000148,TASK_000158,FINISH_TO_START,15,True
DEP_000584,TASK_000168,TASK_000178,FINISH_TO_START,15,True
DEP_000585,TASK_000188,TASK_000198,FINISH_TO_START,15,False
DEP_000586,TASK_000208,TASK_000218,FINISH_TO_START,15,True
DEP_000587,TASK_000228,TASK_000238,FINISH_TO_START,15,True
DEP_000588,TASK_000248,TASK_000258,FINISH_TO_START,15,True
DEP_000589,TASK_000268,TASK_000278,FINISH_TO_START,15,False
DEP_000590,TASK_000288,TASK_000298,FINISH_TO_START,15,True
DEP_000591,TASK_000308,TASK_000318,FINISH_TO_START,15,True
DEP_000592,TASK_000328,TASK_000338,FINISH_TO_START,15,True
DEP_000593,TASK_000348,TASK_000358,FINISH_TO_START,15,False
DEP_000594,TASK_000368,TASK_000378,FINISH_TO_START,15,True
DEP_000595,TASK_000388,TASK_000398,FINISH_TO_START,15,True
DEP_000596,TASK_000408,TASK_000418,FINISH_TO_START,15,True
DEP_000597,TASK_000428,TASK_000438,FINISH_TO_START,15,False
DEP_000598,TASK_000448,TASK_000458,FINISH_TO_START,15,True
DEP_000599,TASK_000468,TASK_000478,FINISH_TO_START,15,True
DEP_000600,TASK_000488,TASK_000498,FINISH_TO_START,15,True
DEP_000601,TASK_000001,TASK_000021,FINISH_TO_START,15,False
DEP_000602,TASK_000031,TASK_000041,FINISH_TO_START,15,True
DEP_000603,TASK_000051,TASK_000061,FINISH_TO_START,15,True
DEP_000604,TASK_000071,TASK_000081,FINISH_TO_START,15,True
DEP_000605,TASK_000091,TASK_000101,FINISH_TO_START,15,False
DEP_000606,TASK_000111,TASK_000121,FINISH_TO_START,15,True
DEP_000607,TASK_000131,TASK_000141,FINISH_TO_START,15,True
DEP_000608,TASK_000151,TASK_000161,FINISH_TO_START,15,True
DEP_000609,TASK_000171,TASK_000181,FINISH_TO_START,15,False
DEP_000610,TASK_000191,TASK_000201,FINISH_TO_START,15,True
DEP_000611,TASK_000211,TASK_000221,FINISH_TO_START,15,True
DEP_000612,TASK_000231,TASK_000241,FINISH_TO_START,15,True
DEP_000613,TASK_000251,TASK_000261,FINISH_TO_START,15,False
DEP_000614,TASK_000271,TASK_000281,FINISH_TO_START,15,True
DEP_000615,TASK_000291,TASK_000301,FINISH_TO_START,15,True
DEP_000616,TASK_000311,TASK_000321,FINISH_TO_START,15,True
DEP_000617,TASK_000331,TASK_000341,FINISH_TO_START,15,False
DEP_000618,TASK_000351,TASK_000361,FINISH_TO_START,15,True
DEP_000619,TASK_000371,TASK_000381,FINISH_TO_START,15,True
DEP_000620,TASK_000391,TASK_000401,FINISH_TO_START,15,True
DEP_000621,TASK_000411,TASK_000421,FINISH_TO_START,15,False
DEP_000622,TASK_000431,TASK_000441,FINISH_TO_START,15,True
DEP_000623,TASK_000451,TASK_000461,FINISH_TO_START,15,True
DEP_000624,TASK_000471,TASK_000481,FINISH_TO_START,15,True
DEP_000625,TASK_000004,TASK_000014,FINISH_TO_START,15,False
DEP_000626,TASK_000024,TASK_000034,FINISH_TO_START,15,True
DEP_000627,TASK_000044,TASK_000054,FINISH_TO_START,15,True
DEP_000628,TASK_000064,TASK_000074,FINISH_TO_START,15,True
DEP_000629,TASK_000084,TASK_000094,FINISH_TO_START,15,False
DEP_000630,TASK_000104,TASK_000114,FINISH_TO_START,15,True
DEP_000631,TASK_000124,TASK_000134,FINISH_TO_START,15,True
DEP_000632,TASK_000144,TASK_000154,FINISH_TO_START,15,True
DEP_000633,TASK_000164,TASK_000174,FINISH_TO_START,15,False
DEP_000634,TASK_000184,TASK_000194,FINISH_TO_START,15,True
DEP_000635,TASK_000204,TASK_000214,FINISH_TO_START,15,True
DEP_000636,TASK_000224,TASK_000234,FINISH_TO_START,15,True
DEP_000637,TASK_000244,TASK_000254,FINISH_TO_START,15,False
DEP_000638,TASK_000264,TASK_000274,FINISH_TO_START,15,True
DEP_000639,TASK_000284,TASK_000294,FINISH_TO_START,15,True
DEP_000640,TASK_000304,TASK_000314,FINISH_TO_START,15,True
DEP_000641,TASK_000324,TASK_000334,FINISH_TO_START,15,False
DEP_000642,TASK_000344,TASK_000354,FINISH_TO_START,15,True
DEP_000643,TASK_000364,TASK_000374,FINISH_TO_START,15,True
DEP_000644,TASK_000384,TASK_000394,FINISH_TO_START,15,True
DEP_000645,TASK_000404,TASK_000414,FINISH_TO_START,15,False
DEP_000646,TASK_000424,TASK_000434,FINISH_TO_START,15,True
DEP_000647,TASK_000444,TASK_000454,FINISH_TO_START,15,True
DEP_000648,TASK_000464,TASK_000474,FINISH_TO_START,15,True
DEP_000649,TASK_000484,TASK_000494,FINISH_TO_START,15,False
DEP_000650,TASK_000007,TASK_000017,FINISH_TO_START,15,True
DEP_000651,TASK_000027,TASK_000037,FINISH_TO_START,15,True
DEP_000652,TASK_000047,TASK_000057,FINISH_TO_START,15,True
DEP_000653,TASK_000067,TASK_000077,FINISH_TO_START,15,False
DEP_000654,TASK_000087,TASK_000097,FINISH_TO_START,15,True
DEP_000655,TASK_000107,TASK_000117,FINISH_TO_START,15,True
DEP_000656,TASK_000127,TASK_000137,FINISH_TO_START,15,True
DEP_000657,TASK_000147,TASK_000157,FINISH_TO_START,15,False
DEP_000658,TASK_000167,TASK_000177,FINISH_TO_START,15,True
DEP_000659,TASK_000187,TASK_000197,FINISH_TO_START,15,True
DEP_000660,TASK_000207,TASK_000217,FINISH_TO_START,15,True
DEP_000661,TASK_000227,TASK_000237,FINISH_TO_START,15,False
DEP_000662,TASK_000247,TASK_000257,FINISH_TO_START,15,True
DEP_000663,TASK_000267,TASK_000277,FINISH_TO_START,15,True
DEP_000664,TASK_000287,TASK_000297,FINISH_TO_START,15,True
DEP_000665,TASK_000307,TASK_000317,FINISH_TO_START,15,False
DEP_000666,TASK_000327,TASK_000337,FINISH_TO_START,15,True
DEP_000667,TASK_000347,TASK_000357,FINISH_TO_START,15,True
DEP_000668,TASK_000367,TASK_000377,FINISH_TO_START,15,True
DEP_000669,TASK_000387,TASK_000397,FINISH_TO_START,15,False
DEP_000670,TASK_000407,TASK_000417,FINISH_TO_START,15,True
DEP_000671,TASK_000427,TASK_000437,FINISH_TO_START,15,True
DEP_000672,TASK_000447,TASK_000457,FINISH_TO_START,15,True
DEP_000673,TASK_000467,TASK_000477,FINISH_TO_START,15,False
DEP_000674,TASK_000487,TASK_000497,FINISH_TO_START,15,True
DEP_000675,TASK_000010,TASK_000020,FINISH_TO_START,15,True
DEP_000676,TASK_000030,TASK_000040,FINISH_TO_START,15,True
DEP_000677,TASK_000050,TASK_000060,FINISH_TO_START,15,False
DEP_000678,TASK_000070,TASK_000080,FINISH_TO_START,15,True
DEP_000679,TASK_000090,TASK_000100,FINISH_TO_START,15,True
DEP_000680,TASK_000110,TASK_000120,FINISH_TO_START,15,True
DEP_000681,TASK_000130,TASK_000140,FINISH_TO_START,15,False
DEP_000682,TASK_000150,TASK_000160,FINISH_TO_START,15,True
DEP_000683,TASK_000170,TASK_000180,FINISH_TO_START,15,True
DEP_000684,TASK_000190,TASK_000200,FINISH_TO_START,15,True
DEP_000685,TASK_000210,TASK_000220,FINISH_TO_START,15,False
DEP_000686,TASK_000230,TASK_000240,FINISH_TO_START,15,True
DEP_000687,TASK_000250,TASK_000260,FINISH_TO_START,15,True
DEP_000688,TASK_000270,TASK_000280,FINISH_TO_START,15,True
DEP_000689,TASK_000290,TASK_000300,FINISH_TO_START,15,False
DEP_000690,TASK_000310,TASK_000320,FINISH_TO_START,15,True
DEP_000691,TASK_000330,TASK_000340,FINISH_TO_START,15,True
DEP_000692,TASK_000350,TASK_000360,FINISH_TO_START,15,True
DEP_000693,TASK_000370,TASK_000380,FINISH_TO_START,15,False
DEP_000694,TASK_000390,TASK_000400,FINISH_TO_START,15,True
DEP_000695,TASK_000410,TASK_000420,FINISH_TO_START,15,True
DEP_000696,TASK_000430,TASK_000440,FINISH_TO_START,15,True
DEP_000697,TASK_000450,TASK_000460,FINISH_TO_START,15,False
DEP_000698,TASK_000470,TASK_000480,FINISH_TO_START,15,True
DEP_000699,TASK_000490,TASK_000500,FINISH_TO_START,15,True
DEP_000700,TASK_000011,TASK_000013,FINISH_TO_START,15,True
