task_id,block_id,required_block_type,minimum_block_duration_min,setup_duration_min,release_duration_min,requires_power_isolation,requires_traffic_block,requires_signal_block
TASK_000294,BLK_0014,POWER_BLOCK,120,10,5,TRUE,FALSE,FALSE
TASK_000295,BLK_0012,SIGNAL_BLOCK,150,10,5,FALSE,FALSE,TRUE
TASK_000296,BLK_0019,TRAFFIC_BLOCK,45,5,5,FALSE,TRUE,FALSE
TASK_000297,BLK_0017,POWER_BLOCK,30,5,5,TRUE,FALSE,FALSE
TASK_000298,BLK_0009,SIGNAL_BLOCK,90,10,5,FALSE,FALSE,TRUE
TASK_000299,BLK_0012,TRAFFIC_BLOCK,150,10,5,FALSE,TRUE,FALSE
TASK_000300,BLK_0023,POWER_BLOCK,60,5,5,TRUE,FALSE,FALSE
TASK_000301,BLK_0025,TRAFFIC_BLOCK,30,5,5,FALSE,TRUE,FALSE
TASK_000302,BLK_0012,POWER_BLOCK,75,5,5,TRUE,FALSE,FALSE
TASK_000303,BLK_0003,SIGNAL_BLOCK,30,5,5,FALSE,FALSE,TRUE
TASK_000304,BLK_0010,TRAFFIC_BLOCK,240,10,5,FALSE,TRUE,FALSE
TASK_000305,BLK_0012,POWER_BLOCK,240,10,5,TRUE,FALSE,FALSE
TASK_000306,BLK_0003,SIGNAL_BLOCK,150,10,5,FALSE,FALSE,TRUE
TASK_000307,BLK_0013,TRAFFIC_BLOCK,120,10,5,FALSE,TRUE,FALSE
TASK_000308,BLK_0009,SIGNAL_BLOCK,75,5,5,FALSE,FALSE,TRUE
TASK_000309,BLK_0012,TRAFFIC_BLOCK,180,10,5,FALSE,TRUE,FALSE
TASK_000310,BLK_0023,POWER_BLOCK,75,5,5,TRUE,FALSE,FALSE
TASK_000311,BLK_0020,SIGNAL_BLOCK,75,5,5,FALSE,FALSE,TRUE
TASK_000312,BLK_0012,TRAFFIC_BLOCK,90,10,5,FALSE,TRUE,FALSE
TASK_000313,BLK_0005,POWER_BLOCK,75,5,5,TRUE,FALSE,FALSE
TASK_000314,BLK_0015,SIGNAL_BLOCK,30,5,5,FALSE,FALSE,TRUE
TASK_000315,BLK_0012,POWER_BLOCK,60,5,5,TRUE,FALSE,FALSE
TASK_000316,BLK_0003,SIGNAL_BLOCK,45,5,5,FALSE,FALSE,TRUE
TASK_000317,BLK_0013,TRAFFIC_BLOCK,30,5,5,FALSE,TRUE,FALSE
TASK_000318,BLK_0011,POWER_BLOCK,120,10,5,TRUE,FALSE,FALSE
TASK_000319,BLK_0012,SIGNAL_BLOCK,30,5,5,FALSE,FALSE,TRUE
TASK_000320,BLK_0016,TRAFFIC_BLOCK,120,10,5,FALSE,TRUE,FALSE
TASK_000321,BLK_0014,POWER_BLOCK,180,10,5,TRUE,FALSE,FALSE
TASK_000322,BLK_0012,TRAFFIC_BLOCK,240,10,5,FALSE,TRUE,FALSE
TASK_000323,BLK_0005,POWER_BLOCK,180,10,5,TRUE,FALSE,FALSE
TASK_000324,BLK_0015,SIGNAL_BLOCK,180,10,5,FALSE,FALSE,TRUE
TASK_000325,BLK_0012,TRAFFIC_BLOCK,240,10,5,FALSE,TRUE,FALSE
TASK_000326,BLK_0005,POWER_BLOCK,60,5,5,TRUE,FALSE,FALSE
TASK_000327,BLK_0018,SIGNAL_BLOCK,90,10,5,FALSE,FALSE,TRUE
TASK_000328,BLK_0007,TRAFFIC_BLOCK,120,10,5,FALSE,TRUE,FALSE
TASK_000329,BLK_0012,SIGNAL_BLOCK,120,10,5,FALSE,FALSE,TRUE
TASK_000330,BLK_0016,TRAFFIC_BLOCK,240,10,5,FALSE,TRUE,FALSE
TASK_000331,BLK_0014,POWER_BLOCK,60,5,5,TRUE,FALSE,FALSE
TASK_000332,BLK_0012,SIGNAL_BLOCK,120,10,5,FALSE,FALSE,TRUE
TASK_000333,BLK_0005,TRAFFIC_BLOCK,150,10,5,FALSE,TRUE,FALSE
TASK_000334,BLK_0014,POWER_BLOCK,150,10,5,TRUE,FALSE,FALSE
TASK_000335,BLK_0012,SIGNAL_BLOCK,120,10,5,FALSE,FALSE,TRUE
TASK_000336,BLK_0005,POWER_BLOCK,45,5,5,TRUE,FALSE,FALSE
TASK_000337,BLK_0018,SIGNAL_BLOCK,75,5,5,FALSE,FALSE,TRUE
TASK_000338,BLK_0007,TRAFFIC_BLOCK,60,5,5,FALSE,TRUE,FALSE
TASK_000339,BLK_0012,POWER_BLOCK,240,10,5,TRUE,FALSE,FALSE
TASK_000340,BLK_0021,SIGNAL_BLOCK,120,10,5,FALSE,FALSE,TRUE
TASK_000341,BLK_0025,TRAFFIC_BLOCK,75,5,5,FALSE,TRUE,FALSE
TASK_000342,BLK_0012,POWER_BLOCK,150,10,5,TRUE,FALSE,FALSE
TASK_000343,BLK_0005,TRAFFIC_BLOCK,180,10,5,FALSE,TRUE,FALSE
TASK_000344,BLK_0014,POWER_BLOCK,60,5,5,TRUE,FALSE,FALSE
TASK_000345,BLK_0012,SIGNAL_BLOCK,240,10,5,FALSE,FALSE,TRUE
TASK_000346,BLK_0019,TRAFFIC_BLOCK,30,5,5,FALSE,TRUE,FALSE
TASK_000347,BLK_0017,POWER_BLOCK,30,5,5,TRUE,FALSE,FALSE
TASK_000348,BLK_0009,SIGNAL_BLOCK,180,10,5,FALSE,FALSE,TRUE
TASK_000349,BLK_0012,TRAFFIC_BLOCK,30,5,5,FALSE,TRUE,FALSE
TASK_000350,BLK_0023,POWER_BLOCK,150,10,5,TRUE,FALSE,FALSE
TASK_000351,BLK_0025,TRAFFIC_BLOCK,120,10,5,FALSE,TRUE,FALSE
TASK_000352,BLK_0012,POWER_BLOCK,30,5,5,TRUE,FALSE,FALSE
TASK_000353,BLK_0003,SIGNAL_BLOCK,120,10,5,FALSE,FALSE,TRUE
TASK_000354,BLK_0010,TRAFFIC_BLOCK,45,5,5,FALSE,TRUE,FALSE
TASK_000355,BLK_0012,POWER_BLOCK,180,10,5,TRUE,FALSE,FALSE
TASK_000356,BLK_0003,SIGNAL_BLOCK,60,5,5,FALSE,FALSE,TRUE
TASK_000357,BLK_0013,TRAFFIC_BLOCK,90,10,5,FALSE,TRUE,FALSE
TASK_000358,BLK_0009,SIGNAL_BLOCK,75,5,5,FALSE,FALSE,TRUE
TASK_000359,BLK_0012,TRAFFIC_BLOCK,150,10,5,FALSE,TRUE,FALSE
TASK_000360,BLK_0023,POWER_BLOCK,240,10,5,TRUE,FALSE,FALSE
TASK_000361,BLK_0020,SIGNAL_BLOCK,180,10,5,FALSE,FALSE,TRUE
TASK_000362,BLK_0012,TRAFFIC_BLOCK,60,5,5,FALSE,TRUE,FALSE
TASK_000363,BLK_0005,POWER_BLOCK,30,5,5,TRUE,FALSE,FALSE
TASK_000364,BLK_0015,SIGNAL_BLOCK,150,10,5,FALSE,FALSE,TRUE
TASK_000365,BLK_0012,POWER_BLOCK,75,5,5,TRUE,FALSE,FALSE
TASK_000366,BLK_0003,SIGNAL_BLOCK,180,10,5,FALSE,FALSE,TRUE
TASK_000367,BLK_0013,TRAFFIC_BLOCK,120,10,5,FALSE,TRUE,FALSE
TASK_000368,BLK_0011,POWER_BLOCK,120,10,5,TRUE,FALSE,FALSE
TASK_000369,BLK_0012,SIGNAL_BLOCK,180,10,5,FALSE,FALSE,TRUE
TASK_000370,BLK_0016,TRAFFIC_BLOCK,75,5,5,FALSE,TRUE,FALSE
TASK_000371,BLK_0014,POWER_BLOCK,60,5,5,TRUE,FALSE,FALSE
TASK_000372,BLK_0012,TRAFFIC_BLOCK,150,10,5,FALSE,TRUE,FALSE
TASK_000373,BLK_0005,POWER_BLOCK,180,10,5,TRUE,FALSE,FALSE
TASK_000374,BLK_0015,SIGNAL_BLOCK,240,10,5,FALSE,FALSE,TRUE
TASK_000375,BLK_0012,TRAFFIC_BLOCK,150,10,5,FALSE,TRUE,FALSE
TASK_000376,BLK_0005,POWER_BLOCK,90,10,5,TRUE,FALSE,FALSE
TASK_000377,BLK_0018,SIGNAL_BLOCK,150,10,5,FALSE,FALSE,TRUE
TASK_000378,BLK_0007,TRAFFIC_BLOCK,150,10,5,FALSE,TRUE,FALSE
TASK_000379,BLK_0012,SIGNAL_BLOCK,180,10,5,FALSE,FALSE,TRUE
TASK_000380,BLK_0016,TRAFFIC_BLOCK,75,5,5,FALSE,TRUE,FALSE
TASK_000381,BLK_0014,POWER_BLOCK,180,10,5,TRUE,FALSE,FALSE
TASK_000382,BLK_0012,SIGNAL_BLOCK,75,5,5,FALSE,FALSE,TRUE
TASK_000383,BLK_0005,TRAFFIC_BLOCK,30,5,5,FALSE,TRUE,FALSE
TASK_000384,BLK_0014,POWER_BLOCK,90,10,5,TRUE,FALSE,FALSE
TASK_000385,BLK_0012,SIGNAL_BLOCK,60,5,5,FALSE,FALSE,TRUE
TASK_000386,BLK_0005,POWER_BLOCK,180,10,5,TRUE,FALSE,FALSE
TASK_000387,BLK_0018,SIGNAL_BLOCK,150,10,5,FALSE,FALSE,TRUE
TASK_000388,BLK_0007,TRAFFIC_BLOCK,240,10,5,FALSE,TRUE,FALSE
TASK_000389,BLK_0012,POWER_BLOCK,240,10,5,TRUE,FALSE,FALSE
TASK_000390,BLK_0021,SIGNAL_BLOCK,240,10,5,FALSE,FALSE,TRUE
TASK_000391,BLK_0025,TRAFFIC_BLOCK,30,5,5,FALSE,TRUE,FALSE
TASK_000392,BLK_0012,POWER_BLOCK,75,5,5,TRUE,FALSE,FALSE
TASK_000393,BLK_0005,TRAFFIC_BLOCK,90,10,5,FALSE,TRUE,FALSE
TASK_000394,BLK_0014,POWER_BLOCK,30,5,5,TRUE,FALSE,FALSE
TASK_000395,BLK_0012,SIGNAL_BLOCK,90,10,5,FALSE,FALSE,TRUE
TASK_000396,BLK_0019,TRAFFIC_BLOCK,75,5,5,FALSE,TRUE,FALSE
TASK_000397,BLK_0017,POWER_BLOCK,240,10,5,TRUE,FALSE,FALSE
TASK_000398,BLK_0009,SIGNAL_BLOCK,60,5,5,FALSE,FALSE,TRUE
TASK_000399,BLK_0012,TRAFFIC_BLOCK,30,5,5,FALSE,TRUE,FALSE
TASK_000400,BLK_0023,POWER_BLOCK,150,10,5,TRUE,FALSE,FALSE
TASK_000401,BLK_0025,TRAFFIC_BLOCK,60,5,5,FALSE,TRUE,FALSE
TASK_000402,BLK_0012,POWER_BLOCK,60,5,5,TRUE,FALSE,FALSE
TASK_000403,BLK_0003,SIGNAL_BLOCK,150,10,5,FALSE,FALSE,TRUE
TASK_000404,BLK_0010,TRAFFIC_BLOCK,240,10,5,FALSE,TRUE,FALSE
TASK_000405,BLK_0012,POWER_BLOCK,45,5,5,TRUE,FALSE,FALSE
TASK_000406,BLK_0003,SIGNAL_BLOCK,90,10,5,FALSE,FALSE,TRUE
TASK_000407,BLK_0013,TRAFFIC_BLOCK,240,10,5,FALSE,TRUE,FALSE
TASK_000408,BLK_0009,SIGNAL_BLOCK,90,10,5,FALSE,FALSE,TRUE
TASK_000409,BLK_0012,TRAFFIC_BLOCK,240,10,5,FALSE,TRUE,FALSE
TASK_000410,BLK_0023,POWER_BLOCK,60,5,5,TRUE,FALSE,FALSE
TASK_000411,BLK_0020,SIGNAL_BLOCK,30,5,5,FALSE,FALSE,TRUE
TASK_000412,BLK_0012,TRAFFIC_BLOCK,120,10,5,FALSE,TRUE,FALSE
TASK_000413,BLK_0005,POWER_BLOCK,90,10,5,TRUE,FALSE,FALSE
TASK_000414,BLK_0015,SIGNAL_BLOCK,60,5,5,FALSE,FALSE,TRUE
TASK_000415,BLK_0012,POWER_BLOCK,240,10,5,TRUE,FALSE,FALSE
TASK_000416,BLK_0003,SIGNAL_BLOCK,45,5,5,FALSE,FALSE,TRUE
TASK_000417,BLK_0013,TRAFFIC_BLOCK,240,10,5,FALSE,TRUE,FALSE
TASK_000418,BLK_0011,POWER_BLOCK,60,5,5,TRUE,FALSE,FALSE
TASK_000419,BLK_0012,SIGNAL_BLOCK,180,10,5,FALSE,FALSE,TRUE
TASK_000420,BLK_0016,TRAFFIC_BLOCK,120,10,5,FALSE,TRUE,FALSE
TASK_000421,BLK_0014,POWER_BLOCK,60,5,5,TRUE,FALSE,FALSE
TASK_000422,BLK_0012,TRAFFIC_BLOCK,75,5,5,FALSE,TRUE,FALSE
TASK_000423,BLK_0005,POWER_BLOCK,60,5,5,TRUE,FALSE,FALSE
TASK_000424,BLK_0015,SIGNAL_BLOCK,45,5,5,FALSE,FALSE,TRUE
TASK_000425,BLK_0012,TRAFFIC_BLOCK,30,5,5,FALSE,TRUE,FALSE
TASK_000426,BLK_0005,POWER_BLOCK,90,10,5,TRUE,FALSE,FALSE
TASK_000427,BLK_0018,SIGNAL_BLOCK,120,10,5,FALSE,FALSE,TRUE
TASK_000428,BLK_0007,TRAFFIC_BLOCK,75,5,5,FALSE,TRUE,FALSE
TASK_000429,BLK_0012,SIGNAL_BLOCK,30,5,5,FALSE,FALSE,TRUE
TASK_000430,BLK_0016,TRAFFIC_BLOCK,75,5,5,FALSE,TRUE,FALSE
TASK_000431,BLK_0014,POWER_BLOCK,180,10,5,TRUE,FALSE,FALSE
TASK_000432,BLK_0012,SIGNAL_BLOCK,45,5,5,FALSE,FALSE,TRUE
TASK_000433,BLK_0005,TRAFFIC_BLOCK,150,10,5,FALSE,TRUE,FALSE
TASK_000434,BLK_0014,POWER_BLOCK,180,10,5,TRUE,FALSE,FALSE
TASK_000435,BLK_0012,SIGNAL_BLOCK,150,10,5,FALSE,FALSE,TRUE
TASK_000436,BLK_0005,POWER_BLOCK,90,10,5,TRUE,FALSE,FALSE
TASK_000437,BLK_0018,SIGNAL_BLOCK,180,10,5,FALSE,FALSE,TRUE
TASK_000438,BLK_0007,TRAFFIC_BLOCK,240,10,5,FALSE,TRUE,FALSE
TASK_000439,BLK_0012,POWER_BLOCK,75,5,5,TRUE,FALSE,FALSE
TASK_000440,BLK_0021,SIGNAL_BLOCK,90,10,5,FALSE,FALSE,TRUE
TASK_000441,BLK_0025,TRAFFIC_BLOCK,120,10,5,FALSE,TRUE,FALSE
TASK_000442,BLK_0012,POWER_BLOCK,75,5,5,TRUE,FALSE,FALSE
TASK_000443,BLK_0005,TRAFFIC_BLOCK,150,10,5,FALSE,TRUE,FALSE
TASK_000444,BLK_0014,POWER_BLOCK,45,5,5,TRUE,FALSE,FALSE
TASK_000445,BLK_0012,SIGNAL_BLOCK,240,10,5,FALSE,FALSE,TRUE
TASK_000446,BLK_0019,TRAFFIC_BLOCK,180,10,5,FALSE,TRUE,FALSE
TASK_000447,BLK_0017,POWER_BLOCK,240,10,5,TRUE,FALSE,FALSE
TASK_000448,BLK_0009,SIGNAL_BLOCK,90,10,5,FALSE,FALSE,TRUE
TASK_000449,BLK_0012,TRAFFIC_BLOCK,75,5,5,FALSE,TRUE,FALSE
TASK_000450,BLK_0023,POWER_BLOCK,240,10,5,TRUE,FALSE,FALSE
TASK_000451,BLK_0025,TRAFFIC_BLOCK,180,10,5,FALSE,TRUE,FALSE
TASK_000452,BLK_0012,POWER_BLOCK,150,10,5,TRUE,FALSE,FALSE
TASK_000453,BLK_0003,SIGNAL_BLOCK,60,5,5,FALSE,FALSE,TRUE
TASK_000454,BLK_0010,TRAFFIC_BLOCK,180,10,5,FALSE,TRUE,FALSE
TASK_000455,BLK_0012,POWER_BLOCK,60,5,5,TRUE,FALSE,FALSE
TASK_000456,BLK_0003,SIGNAL_BLOCK,240,10,5,FALSE,FALSE,TRUE
TASK_000457,BLK_0013,TRAFFIC_BLOCK,90,10,5,FALSE,TRUE,FALSE
TASK_000458,BLK_0009,SIGNAL_BLOCK,90,10,5,FALSE,FALSE,TRUE
TASK_000459,BLK_0012,TRAFFIC_BLOCK,240,10,5,FALSE,TRUE,FALSE
TASK_000460,BLK_0023,POWER_BLOCK,180,10,5,TRUE,FALSE,FALSE
TASK_000461,BLK_0020,SIGNAL_BLOCK,60,5,5,FALSE,FALSE,TRUE
TASK_000462,BLK_0012,TRAFFIC_BLOCK,90,10,5,FALSE,TRUE,FALSE
TASK_000463,BLK_0005,POWER_BLOCK,180,10,5,TRUE,FALSE,FALSE
TASK_000464,BLK_0015,SIGNAL_BLOCK,90,10,5,FALSE,FALSE,TRUE
TASK_000465,BLK_0012,POWER_BLOCK,90,10,5,TRUE,FALSE,FALSE
TASK_000466,BLK_0003,SIGNAL_BLOCK,60,5,5,FALSE,FALSE,TRUE
TASK_000467,BLK_0013,TRAFFIC_BLOCK,180,10,5,FALSE,TRUE,FALSE
TASK_000468,BLK_0011,POWER_BLOCK,90,10,5,TRUE,FALSE,FALSE
TASK_000469,BLK_0012,SIGNAL_BLOCK,240,10,5,FALSE,FALSE,TRUE
TASK_000470,BLK_0016,TRAFFIC_BLOCK,240,10,5,FALSE,TRUE,FALSE
TASK_000471,BLK_0014,POWER_BLOCK,30,5,5,TRUE,FALSE,FALSE
TASK_000472,BLK_0012,TRAFFIC_BLOCK,30,5,5,FALSE,TRUE,FALSE
TASK_000473,BLK_0005,POWER_BLOCK,60,5,5,TRUE,FALSE,FALSE
TASK_000474,BLK_0015,SIGNAL_BLOCK,240,10,5,FALSE,FALSE,TRUE
TASK_000475,BLK_0012,TRAFFIC_BLOCK,30,5,5,FALSE,TRUE,FALSE
TASK_000476,BLK_0005,POWER_BLOCK,75,5,5,TRUE,FALSE,FALSE
TASK_000477,BLK_0018,SIGNAL_BLOCK,75,5,5,FALSE,FALSE,TRUE
TASK_000478,BLK_0007,TRAFFIC_BLOCK,90,10,5,FALSE,TRUE,FALSE
TASK_000479,BLK_0012,SIGNAL_BLOCK,90,10,5,FALSE,FALSE,TRUE
TASK_000480,BLK_0016,TRAFFIC_BLOCK,75,5,5,FALSE,TRUE,FALSE
TASK_000481,BLK_0014,POWER_BLOCK,120,10,5,TRUE,FALSE,FALSE
TASK_000482,BLK_0012,SIGNAL_BLOCK,75,5,5,FALSE,FALSE,TRUE
TASK_000483,BLK_0005,TRAFFIC_BLOCK,240,10,5,FALSE,TRUE,FALSE
TASK_000484,BLK_0014,POWER_BLOCK,90,10,5,TRUE,FALSE,FALSE
TASK_000485,BLK_0012,SIGNAL_BLOCK,120,10,5,FALSE,FALSE,TRUE
TASK_000486,BLK_0005,POWER_BLOCK,75,5,5,TRUE,FALSE,FALSE
TASK_000487,BLK_0018,SIGNAL_BLOCK,150,10,5,FALSE,FALSE,TRUE
TASK_000488,BLK_0007,TRAFFIC_BLOCK,180,10,5,FALSE,TRUE,FALSE
TASK_000489,BLK_0012,POWER_BLOCK,150,10,5,TRUE,FALSE,FALSE
TASK_000490,BLK_0021,SIGNAL_BLOCK,45,5,5,FALSE,FALSE,TRUE
TASK_000491,BLK_0025,TRAFFIC_BLOCK,120,10,5,FALSE,TRUE,FALSE
TASK_000492,BLK_0012,POWER_BLOCK,75,5,5,TRUE,FALSE,FALSE
TASK_000493,BLK_0005,TRAFFIC_BLOCK,150,10,5,FALSE,TRUE,FALSE
TASK_000494,BLK_0014,POWER_BLOCK,240,10,5,TRUE,FALSE,FALSE
TASK_000495,BLK_0012,SIGNAL_BLOCK,90,10,5,FALSE,FALSE,TRUE
TASK_000496,BLK_0019,TRAFFIC_BLOCK,150,10,5,FALSE,TRUE,FALSE
TASK_000497,BLK_0017,POWER_BLOCK,90,10,5,TRUE,FALSE,FALSE
TASK_000498,BLK_0009,SIGNAL_BLOCK,30,5,5,FALSE,FALSE,TRUE
TASK_000499,BLK_0012,TRAFFIC_BLOCK,120,10,5,FALSE,TRUE,FALSE
TASK_000500,BLK_0023,POWER_BLOCK,120,10,5,TRUE,FALSE,FALSE
TASK_000001,BLK_0010,TRAFFIC_BLOCK,90,10,5,FALSE,TRUE,FALSE
TASK_000001,BLK_0020,TRAFFIC_BLOCK,90,10,5,FALSE,TRUE,FALSE
TASK_000002,BLK_0008,POWER_BLOCK,180,10,5,TRUE,FALSE,FALSE
TASK_000003,BLK_0005,SIGNAL_BLOCK,60,5,5,FALSE,FALSE,TRUE
TASK_000005,BLK_0011,POWER_BLOCK,180,10,5,TRUE,FALSE,FALSE
TASK_000005,BLK_0020,POWER_BLOCK,180,10,5,TRUE,FALSE,FALSE
TASK_000006,BLK_0005,SIGNAL_BLOCK,60,5,5,FALSE,FALSE,TRUE
TASK_000008,BLK_0020,SIGNAL_BLOCK,300,10,5,FALSE,FALSE,TRUE
TASK_000009,BLK_0004,TRAFFIC_BLOCK,300,10,5,FALSE,TRUE,FALSE
TASK_000009,BLK_0005,TRAFFIC_BLOCK,300,10,5,FALSE,TRUE,FALSE
TASK_000009,BLK_0019,TRAFFIC_BLOCK,300,10,5,FALSE,TRUE,FALSE
TASK_000011,BLK_0001,TRAFFIC_BLOCK,60,5,5,FALSE,TRUE,FALSE
TASK_000012,BLK_0004,TRAFFIC_BLOCK,61,5,5,FALSE,TRUE,FALSE
TASK_000012,BLK_0022,TRAFFIC_BLOCK,61,5,5,FALSE,TRUE,FALSE
TASK_000013,BLK_0002,POWER_BLOCK,30,5,5,TRUE,FALSE,FALSE
TASK_000015,BLK_0011,POWER_BLOCK,120,10,5,TRUE,FALSE,FALSE
TASK_000015,BLK_0020,POWER_BLOCK,120,10,5,TRUE,FALSE,FALSE
TASK_000016,BLK_0005,SIGNAL_BLOCK,90,10,5,FALSE,FALSE,TRUE
TASK_000018,BLK_0020,POWER_BLOCK,240,10,5,TRUE,FALSE,FALSE
TASK_000019,BLK_0005,SIGNAL_BLOCK,180,10,5,FALSE,FALSE,TRUE
TASK_000019,BLK_0006,SIGNAL_BLOCK,180,10,5,FALSE,FALSE,TRUE
TASK_000021,BLK_0020,POWER_BLOCK,120,10,5,TRUE,FALSE,FALSE
TASK_000022,BLK_0004,TRAFFIC_BLOCK,60,5,5,FALSE,TRUE,FALSE
TASK_000022,BLK_0022,TRAFFIC_BLOCK,60,5,5,FALSE,TRUE,FALSE
TASK_000023,BLK_0002,POWER_BLOCK,90,10,5,TRUE,FALSE,FALSE
TASK_000025,BLK_0007,TRAFFIC_BLOCK,45,5,5,FALSE,TRUE,FALSE
TASK_000025,BLK_0020,TRAFFIC_BLOCK,45,5,5,FALSE,TRUE,FALSE
TASK_000025,BLK_0022,TRAFFIC_BLOCK,45,5,5,FALSE,TRUE,FALSE
TASK_000026,BLK_0002,POWER_BLOCK,120,10,5,TRUE,FALSE,FALSE
TASK_000028,BLK_0020,TRAFFIC_BLOCK,240,10,5,FALSE,TRUE,FALSE
TASK_000028,BLK_0025,TRAFFIC_BLOCK,240,10,5,FALSE,TRUE,FALSE
TASK_000029,BLK_0005,SIGNAL_BLOCK,150,10,5,FALSE,FALSE,TRUE
TASK_000029,BLK_0006,SIGNAL_BLOCK,150,10,5,FALSE,FALSE,TRUE
TASK_000031,BLK_0020,POWER_BLOCK,240,10,5,TRUE,FALSE,FALSE
TASK_000032,BLK_0006,SIGNAL_BLOCK,180,10,5,FALSE,FALSE,TRUE
TASK_000032,BLK_0024,SIGNAL_BLOCK,180,10,5,FALSE,FALSE,TRUE
TASK_000033,BLK_0001,TRAFFIC_BLOCK,240,10,5,FALSE,TRUE,FALSE
TASK_000035,BLK_0009,SIGNAL_BLOCK,120,10,5,FALSE,FALSE,TRUE
TASK_000035,BLK_0020,SIGNAL_BLOCK,120,10,5,FALSE,FALSE,TRUE
TASK_000035,BLK_0024,SIGNAL_BLOCK,120,10,5,FALSE,FALSE,TRUE
TASK_000036,BLK_0002,POWER_BLOCK,120,10,5,TRUE,FALSE,FALSE
TASK_000038,BLK_0020,TRAFFIC_BLOCK,60,5,5,FALSE,TRUE,FALSE
TASK_000038,BLK_0025,TRAFFIC_BLOCK,60,5,5,FALSE,TRUE,FALSE
TASK_000039,BLK_0005,POWER_BLOCK,150,10,5,TRUE,FALSE,FALSE
TASK_000039,BLK_0008,POWER_BLOCK,150,10,5,TRUE,FALSE,FALSE
TASK_000041,BLK_0010,TRAFFIC_BLOCK,120,10,5,FALSE,TRUE,FALSE
TASK_000041,BLK_0020,TRAFFIC_BLOCK,120,10,5,FALSE,TRUE,FALSE
TASK_000042,BLK_0008,POWER_BLOCK,150,10,5,TRUE,FALSE,FALSE
TASK_000043,BLK_0001,TRAFFIC_BLOCK,60,5,5,FALSE,TRUE,FALSE
TASK_000045,BLK_0009,SIGNAL_BLOCK,45,5,5,FALSE,FALSE,TRUE
TASK_000045,BLK_0020,SIGNAL_BLOCK,45,5,5,FALSE,FALSE,TRUE
TASK_000045,BLK_0024,SIGNAL_BLOCK,45,5,5,FALSE,FALSE,TRUE
TASK_000046,BLK_0001,TRAFFIC_BLOCK,120,10,5,FALSE,TRUE,FALSE
TASK_000046,BLK_0005,TRAFFIC_BLOCK,120,10,5,FALSE,TRUE,FALSE
TASK_000048,BLK_0020,SIGNAL_BLOCK,180,10,5,FALSE,FALSE,TRUE
TASK_000049,BLK_0004,TRAFFIC_BLOCK,180,10,5,FALSE,TRUE,FALSE
TASK_000049,BLK_0005,TRAFFIC_BLOCK,180,10,5,FALSE,TRUE,FALSE
TASK_000049,BLK_0019,TRAFFIC_BLOCK,180,10,5,FALSE,TRUE,FALSE
TASK_000051,BLK_0010,TRAFFIC_BLOCK,30,5,5,FALSE,TRUE,FALSE
TASK_000051,BLK_0020,TRAFFIC_BLOCK,30,5,5,FALSE,TRUE,FALSE
TASK_000052,BLK_0008,POWER_BLOCK,45,5,5,TRUE,FALSE,FALSE
TASK_000053,BLK_0005,SIGNAL_BLOCK,90,10,5,FALSE,FALSE,TRUE
TASK_000055,BLK_0011,POWER_BLOCK,180,10,5,TRUE,FALSE,FALSE
TASK_000055,BLK_0020,POWER_BLOCK,180,10,5,TRUE,FALSE,FALSE
TASK_000056,BLK_0005,SIGNAL_BLOCK,75,5,5,FALSE,FALSE,TRUE
TASK_000058,BLK_0020,SIGNAL_BLOCK,90,10,5,FALSE,FALSE,TRUE
TASK_000059,BLK_0004,TRAFFIC_BLOCK,120,10,5,FALSE,TRUE,FALSE
TASK_000059,BLK_0005,TRAFFIC_BLOCK,120,10,5,FALSE,TRUE,FALSE
TASK_000059,BLK_0019,TRAFFIC_BLOCK,120,10,5,FALSE,TRUE,FALSE
TASK_000061,BLK_0015,SIGNAL_BLOCK,60,5,5,FALSE,FALSE,TRUE
TASK_000062,BLK_0004,TRAFFIC_BLOCK,90,10,5,FALSE,TRUE,FALSE
TASK_000062,BLK_0022,TRAFFIC_BLOCK,90,10,5,FALSE,TRUE,FALSE
TASK_000063,BLK_0002,POWER_BLOCK,30,5,5,TRUE,FALSE,FALSE
TASK_000065,BLK_0011,POWER_BLOCK,90,10,5,TRUE,FALSE,FALSE
TASK_000065,BLK_0020,POWER_BLOCK,90,10,5,TRUE,FALSE,FALSE
TASK_000066,BLK_0005,SIGNAL_BLOCK,120,10,5,FALSE,FALSE,TRUE
TASK_000068,BLK_0020,POWER_BLOCK,75,5,5,TRUE,FALSE,FALSE
TASK_000069,BLK_0005,SIGNAL_BLOCK,60,5,5,FALSE,FALSE,TRUE
TASK_000069,BLK_0006,SIGNAL_BLOCK,60,5,5,FALSE,FALSE,TRUE
TASK_000071,BLK_0020,POWER_BLOCK,60,5,5,TRUE,FALSE,FALSE
TASK_000072,BLK_0004,TRAFFIC_BLOCK,45,5,5,FALSE,TRUE,FALSE
TASK_000072,BLK_0022,TRAFFIC_BLOCK,45,5,5,FALSE,TRUE,FALSE
TASK_000073,BLK_0002,POWER_BLOCK,90,10,5,TRUE,FALSE,FALSE
TASK_000075,BLK_0007,TRAFFIC_BLOCK,180,10,5,FALSE,TRUE,FALSE
TASK_000075,BLK_0020,TRAFFIC_BLOCK,180,10,5,FALSE,TRUE,FALSE
TASK_000075,BLK_0022,TRAFFIC_BLOCK,180,10,5,FALSE,TRUE,FALSE
TASK_000076,BLK_0002,POWER_BLOCK,150,10,5,TRUE,FALSE,FALSE
