movement_id,train_id,train_type,section_id,entry_time,exit_time,direction,priority,is_freight,scheduled_or_forecast,forecast_confidence,movement_status
MOV_000508,SYN_TRAIN_0028,MAINTENANCE,SEC_006,2026-09-15 17:35:00,2026-09-15 17:50:00,DOWN,MEDIUM,FALSE,SCHEDULED,1.000,PLANNED
MOV_000509,SYN_TRAIN_0029,PASSENGER,SEC_006,2026-09-17 19:05:00,2026-09-17 19:17:00,DOWN,LOW,FALSE,SCHEDULED,1.000,PLANNED
MOV_000510,SYN_TRAIN_0030,PASSENGER,SEC_007,2026-09-14 12:30:00,2026-09-14 12:55:00,DOWN,LOW,FALSE,SCHEDULED,1.000,PLANNED
MOV_000511,SYN_TRAIN_0031,MAINTENANCE,SEC_009,2026-09-16 07:10:00,2026-09-16 07:25:00,DOWN,MEDIUM,FALSE,SCHEDULED,1.000,PLANNED
MOV_000512,SYN_TRAIN_0032,PASSENGER,SEC_004,2026-09-15 20:00:00,2026-09-15 20:10:00,UP,LOW,FALSE,SCHEDULED,1.000,PLANNED
MOV_000513,SYN_TRAIN_0033,PASSENGER,SEC_005,2026-09-17 17:25:00,2026-09-17 17:50:00,DOWN,LOW,FALSE,SCHEDULED,1.000,PLANNED
MOV_000514,SYN_TRAIN_0034,MAINTENANCE,SEC_010,2026-09-14 19:45:00,2026-09-14 19:57:00,DOWN,LOW,FALSE,SCHEDULED,1.000,PLANNED
MOV_000515,SYN_TRAIN_0035,PASSENGER,SEC_001,2026-09-14 08:35:00,2026-09-14 08:47:00,DOWN,LOW,FALSE,SCHEDULED,1.000,PLANNED
MOV_000516,SYN_TRAIN_0036,PASSENGER,SEC_001,2026-09-16 18:35:00,2026-09-16 18:50:00,UP,LOW,FALSE,SCHEDULED,1.000,PLANNED
MOV_000517,SYN_TRAIN_0037,PASSENGER,SEC_003,2026-09-15 03:10:00,2026-09-15 03:40:00,DOWN,LOW,FALSE,SCHEDULED,1.000,PLANNED
MOV_000518,SYN_TRAIN_0038,OTHER,SEC_002,2026-09-14 15:35:00,2026-09-14 15:40:00,DOWN,MEDIUM,FALSE,SCHEDULED,1.000,PLANNED
MOV_000519,SYN_TRAIN_0039,EXPRESS,SEC_006,2026-09-16 18:15:00,2026-09-16 18:30:00,UP,HIGH,FALSE,SCHEDULED,1.000,PLANNED
MOV_000520,SYN_TRAIN_0040,EXPRESS,SEC_001,2026-09-17 17:40:00,2026-09-17 18:05:00,DOWN,LOW,FALSE,SCHEDULED,1.000,PLANNED
MOV_000521,SYN_TRAIN_0041,EXPRESS,SEC_010,2026-09-15 08:20:00,2026-09-15 08:32:00,UP,LOW,FALSE,SCHEDULED,1.000,PLANNED
MOV_000522,SYN_TRAIN_0042,PASSENGER,SEC_003,2026-09-20 13:15:00,2026-09-20 13:35:00,DOWN,MEDIUM,FALSE,SCHEDULED,1.000,PLANNED
MOV_000523,SYN_TRAIN_0043,MAINTENANCE,SEC_003,2026-09-15 05:20:00,2026-09-15 05:50:00,UP,MEDIUM,FALSE,SCHEDULED,1.000,PLANNED
MOV_000524,SYN_TRAIN_0044,OTHER,SEC_002,2026-09-18 05:35:00,2026-09-18 05:45:00,UP,MEDIUM,FALSE,SCHEDULED,1.000,PLANNED
MOV_000525,SYN_TRAIN_0045,EXPRESS,SEC_002,2026-09-20 04:45:00,2026-09-20 04:55:00,DOWN,HIGH,FALSE,SCHEDULED,1.000,PLANNED
MOV_000526,SYN_TRAIN_0046,PASSENGER,SEC_006,2026-09-20 09:10:00,2026-09-20 09:25:00,DOWN,MEDIUM,FALSE,SCHEDULED,1.000,PLANNED
MOV_000527,SYN_TRAIN_0047,EXPRESS,SEC_006,2026-09-14 17:05:00,2026-09-14 17:17:00,UP,HIGH,FALSE,SCHEDULED,1.000,PLANNED
MOV_000528,SYN_TRAIN_0048,EXPRESS,SEC_009,2026-09-15 17:30:00,2026-09-15 17:55:00,UP,HIGH,FALSE,SCHEDULED,1.000,PLANNED
MOV_000529,SYN_TRAIN_0049,PASSENGER,SEC_004,2026-09-17 12:50:00,2026-09-17 13:00:00,UP,MEDIUM,FALSE,SCHEDULED,1.000,PLANNED
MOV_000530,SYN_TRAIN_0050,PASSENGER,SEC_001,2026-09-20 18:35:00,2026-09-20 18:43:00,UP,HIGH,FALSE,SCHEDULED,1.000,PLANNED
MOV_000531,SYN_TRAIN_0051,FREIGHT,SEC_004,2026-09-14 06:10:00,2026-09-14 06:25:00,DOWN,LOW,TRUE,SCHEDULED,1.000,PLANNED
MOV_000532,SYN_TRAIN_0052,PASSENGER,SEC_003,2026-09-19 07:45:00,2026-09-19 08:15:00,UP,LOW,FALSE,SCHEDULED,1.000,PLANNED
MOV_000533,SYN_TRAIN_0053,FREIGHT,SEC_001,2026-09-20 06:05:00,2026-09-20 06:20:00,UP,MEDIUM,TRUE,SCHEDULED,1.000,PLANNED
MOV_000534,SYN_TRAIN_0054,EXPRESS,SEC_010,2026-09-20 06:30:00,2026-09-20 06:38:00,DOWN,HIGH,FALSE,SCHEDULED,1.000,PLANNED
MOV_000535,SYN_TRAIN_0055,EXPRESS,SEC_003,2026-09-18 16:20:00,2026-09-18 16:28:00,DOWN,MEDIUM,FALSE,SCHEDULED,1.000,PLANNED
MOV_000536,SYN_TRAIN_0056,PASSENGER,SEC_009,2026-09-14 22:50:00,2026-09-14 23:02:00,UP,MEDIUM,FALSE,SCHEDULED,1.000,PLANNED
MOV_000537,SYN_TRAIN_0057,FREIGHT,SEC_007,2026-09-16 07:55:00,2026-09-16 08:05:00,DOWN,HIGH,TRUE,SCHEDULED,1.000,PLANNED
MOV_000538,SYN_TRAIN_0058,FREIGHT,SEC_007,2026-09-16 20:50:00,2026-09-16 21:15:00,UP,MEDIUM,TRUE,SCHEDULED,1.000,PLANNED
MOV_000539,SYN_TRAIN_0059,PASSENGER,SEC_006,2026-09-19 15:40:00,2026-09-19 16:00:00,DOWN,HIGH,FALSE,SCHEDULED,1.000,PLANNED
MOV_000540,SYN_TRAIN_0060,PASSENGER,SEC_004,2026-09-14 06:20:00,2026-09-14 06:45:00,DOWN,LOW,FALSE,SCHEDULED,1.000,PLANNED
MOV_000541,SYN_TRAIN_0061,EXPRESS,SEC_007,2026-09-14 16:05:00,2026-09-14 16:20:00,DOWN,HIGH,FALSE,SCHEDULED,1.000,PLANNED
MOV_000542,SYN_TRAIN_0062,PASSENGER,SEC_002,2026-09-15 05:05:00,2026-09-15 05:35:00,UP,MEDIUM,FALSE,SCHEDULED,1.000,PLANNED
MOV_000543,SYN_TRAIN_0063,EXPRESS,SEC_005,2026-09-16 20:10:00,2026-09-16 20:18:00,DOWN,LOW,FALSE,SCHEDULED,1.000,PLANNED
MOV_000544,SYN_TRAIN_0064,EXPRESS,SEC_004,2026-09-18 05:05:00,2026-09-18 05:13:00,UP,MEDIUM,FALSE,SCHEDULED,1.000,PLANNED
MOV_000545,SYN_TRAIN_0065,PASSENGER,SEC_008,2026-09-16 17:35:00,2026-09-16 17:43:00,UP,LOW,FALSE,SCHEDULED,1.000,PLANNED
MOV_000546,SYN_TRAIN_0066,PASSENGER,SEC_003,2026-09-15 08:35:00,2026-09-15 08:40:00,DOWN,MEDIUM,FALSE,SCHEDULED,1.000,PLANNED
MOV_000547,SYN_TRAIN_0067,MAINTENANCE,SEC_008,2026-09-18 21:10:00,2026-09-18 21:18:00,DOWN,HIGH,FALSE,SCHEDULED,1.000,PLANNED
MOV_000548,SYN_TRAIN_0068,PASSENGER,SEC_002,2026-09-15 16:25:00,2026-09-15 16:40:00,UP,MEDIUM,FALSE,SCHEDULED,1.000,PLANNED
MOV_000549,SYN_TRAIN_0069,FREIGHT,SEC_002,2026-09-17 15:30:00,2026-09-17 15:35:00,DOWN,MEDIUM,TRUE,SCHEDULED,1.000,PLANNED
MOV_000550,SYN_TRAIN_0070,PASSENGER,SEC_001,2026-09-19 14:20:00,2026-09-19 14:25:00,UP,MEDIUM,FALSE,SCHEDULED,1.000,PLANNED
MOV_000551,SYN_TRAIN_0071,FREIGHT,SEC_002,2026-09-17 21:10:00,2026-09-17 21:20:00,UP,MEDIUM,TRUE,SCHEDULED,1.000,PLANNED
MOV_000552,SYN_TRAIN_0072,EXPRESS,SEC_004,2026-09-20 11:30:00,2026-09-20 11:42:00,UP,HIGH,FALSE,SCHEDULED,1.000,PLANNED
MOV_000553,SYN_TRAIN_0073,MAINTENANCE,SEC_004,2026-09-20 06:35:00,2026-09-20 06:40:00,DOWN,HIGH,FALSE,SCHEDULED,1.000,PLANNED
MOV_000554,SYN_TRAIN_0074,MAINTENANCE,SEC_010,2026-09-20 19:55:00,2026-09-20 20:05:00,DOWN,HIGH,FALSE,SCHEDULED,1.000,PLANNED
MOV_000555,SYN_TRAIN_0075,EXPRESS,SEC_009,2026-09-14 09:05:00,2026-09-14 09:13:00,UP,HIGH,FALSE,SCHEDULED,1.000,PLANNED
MOV_000556,SYN_TRAIN_0076,PASSENGER,SEC_005,2026-09-16 12:40:00,2026-09-16 13:05:00,UP,LOW,FALSE,SCHEDULED,1.000,PLANNED
MOV_000557,SYN_TRAIN_0077,EXPRESS,SEC_009,2026-09-18 11:30:00,2026-09-18 11:38:00,DOWN,HIGH,FALSE,SCHEDULED,1.000,PLANNED
MOV_000558,SYN_TRAIN_0078,EXPRESS,SEC_009,2026-09-19 10:30:00,2026-09-19 10:38:00,UP,MEDIUM,FALSE,SCHEDULED,1.000,PLANNED
MOV_000559,SYN_TRAIN_0079,FREIGHT,SEC_006,2026-09-16 07:00:00,2026-09-16 07:25:00,UP,HIGH,TRUE,SCHEDULED,1.000,PLANNED
MOV_000560,SYN_TRAIN_0080,EXPRESS,SEC_003,2026-09-20 20:50:00,2026-09-20 20:58:00,UP,MEDIUM,FALSE,SCHEDULED,1.000,PLANNED
MOV_000561,SYN_TRAIN_0081,EXPRESS,SEC_009,2026-09-18 12:25:00,2026-09-18 12:40:00,UP,HIGH,FALSE,SCHEDULED,1.000,PLANNED
MOV_000562,SYN_TRAIN_0082,MAINTENANCE,SEC_002,2026-09-16 07:15:00,2026-09-16 07:30:00,UP,HIGH,FALSE,SCHEDULED,1.000,PLANNED
MOV_000563,SYN_TRAIN_0083,PASSENGER,SEC_004,2026-09-14 00:00:00,2026-09-14 00:05:00,DOWN,HIGH,FALSE,SCHEDULED,1.000,PLANNED
MOV_000564,SYN_TRAIN_0084,EXPRESS,SEC_005,2026-09-19 16:55:00,2026-09-19 17:10:00,UP,HIGH,FALSE,SCHEDULED,1.000,PLANNED
MOV_000565,SYN_TRAIN_0085,MAINTENANCE,SEC_003,2026-09-16 12:00:00,2026-09-16 12:08:00,UP,LOW,FALSE,SCHEDULED,1.000,PLANNED
MOV_000566,SYN_TRAIN_0086,PASSENGER,SEC_004,2026-09-14 09:00:00,2026-09-14 09:30:00,UP,LOW,FALSE,SCHEDULED,1.000,PLANNED
MOV_000567,SYN_TRAIN_0087,OTHER,SEC_001,2026-09-16 22:55:00,2026-09-16 23:15:00,UP,HIGH,FALSE,SCHEDULED,1.000,PLANNED
MOV_000568,SYN_TRAIN_0088,EXPRESS,SEC_009,2026-09-17 05:30:00,2026-09-17 05:40:00,UP,LOW,FALSE,SCHEDULED,1.000,PLANNED
MOV_000569,SYN_TRAIN_0089,PASSENGER,SEC_001,2026-09-14 19:15:00,2026-09-14 19:45:00,UP,MEDIUM,FALSE,SCHEDULED,1.000,PLANNED
MOV_000570,SYN_TRAIN_0090,PASSENGER,SEC_003,2026-09-20 06:55:00,2026-09-20 07:20:00,UP,LOW,FALSE,SCHEDULED,1.000,PLANNED
MOV_000571,SYN_TRAIN_0091,PASSENGER,SEC_010,2026-09-19 05:35:00,2026-09-19 06:00:00,DOWN,HIGH,FALSE,SCHEDULED,1.000,PLANNED
MOV_000572,SYN_TRAIN_0092,PASSENGER,SEC_004,2026-09-14 16:10:00,2026-09-14 16:20:00,UP,HIGH,FALSE,SCHEDULED,1.000,PLANNED
MOV_000573,SYN_TRAIN_0093,PASSENGER,SEC_001,2026-09-17 08:50:00,2026-09-17 09:02:00,UP,LOW,FALSE,SCHEDULED,1.000,PLANNED
MOV_000574,SYN_TRAIN_0094,MAINTENANCE,SEC_002,2026-09-20 08:10:00,2026-09-20 08:22:00,DOWN,HIGH,FALSE,SCHEDULED,1.000,PLANNED
MOV_000575,SYN_TRAIN_0095,PASSENGER,SEC_001,2026-09-14 17:20:00,2026-09-14 17:25:00,DOWN,MEDIUM,FALSE,SCHEDULED,1.000,PLANNED
MOV_000576,SYN_TRAIN_0096,EXPRESS,SEC_001,2026-09-17 07:25:00,2026-09-17 07:33:00,DOWN,HIGH,FALSE,SCHEDULED,1.000,PLANNED
MOV_000577,SYN_TRAIN_0097,PASSENGER,SEC_009,2026-09-18 14:55:00,2026-09-18 15:25:00,DOWN,LOW,FALSE,SCHEDULED,1.000,PLANNED
MOV_000578,SYN_TRAIN_0098,EXPRESS,SEC_005,2026-09-20 11:40:00,2026-09-20 12:10:00,UP,HIGH,FALSE,SCHEDULED,1.000,PLANNED
MOV_000579,SYN_TRAIN_0099,MAINTENANCE,SEC_002,2026-09-15 17:20:00,2026-09-15 17:25:00,UP,MEDIUM,FALSE,SCHEDULED,1.000,PLANNED
MOV_000580,SYN_TRAIN_0100,FREIGHT,SEC_004,2026-09-15 06:30:00,2026-09-15 06:42:00,DOWN,MEDIUM,TRUE,SCHEDULED,1.000,PLANNED
MOV_000581,SYN_TRAIN_0101,PASSENGER,SEC_008,2026-09-20 20:50:00,2026-09-20 21:00:00,UP,LOW,FALSE,SCHEDULED,1.000,PLANNED
MOV_000582,SYN_TRAIN_0102,PASSENGER,SEC_008,2026-09-20 09:35:00,2026-09-20 09:45:00,DOWN,HIGH,FALSE,SCHEDULED,1.000,PLANNED
MOV_000583,SYN_TRAIN_0103,FREIGHT,SEC_002,2026-09-20 17:45:00,2026-09-20 18:05:00,UP,HIGH,TRUE,SCHEDULED,1.000,PLANNED
MOV_000584,SYN_TRAIN_0104,FREIGHT,SEC_006,2026-09-20 21:15:00,2026-09-20 21:30:00,DOWN,HIGH,TRUE,SCHEDULED,1.000,PLANNED
MOV_000585,SYN_TRAIN_0105,FREIGHT,SEC_009,2026-09-20 19:15:00,2026-09-20 19:35:00,UP,MEDIUM,TRUE,SCHEDULED,1.000,PLANNED
MOV_000586,SYN_TRAIN_0106,MAINTENANCE,SEC_008,2026-09-14 05:25:00,2026-09-14 05:50:00,UP,LOW,FALSE,SCHEDULED,1.000,PLANNED
MOV_000587,SYN_TRAIN_0107,MAINTENANCE,SEC_004,2026-09-16 20:05:00,2026-09-16 20:30:00,DOWN,MEDIUM,FALSE,SCHEDULED,1.000,PLANNED
MOV_000588,SYN_TRAIN_0108,EXPRESS,SEC_001,2026-09-18 04:20:00,2026-09-18 04:35:00,DOWN,HIGH,FALSE,SCHEDULED,1.000,PLANNED
MOV_000589,SYN_TRAIN_0109,EXPRESS,SEC_005,2026-09-18 20:25:00,2026-09-18 20:33:00,DOWN,HIGH,FALSE,SCHEDULED,1.000,PLANNED
MOV_000590,SYN_TRAIN_0110,PASSENGER,SEC_007,2026-09-18 14:15:00,2026-09-18 14:35:00,UP,MEDIUM,FALSE,SCHEDULED,1.000,PLANNED
MOV_000591,SYN_TRAIN_0111,FREIGHT,SEC_010,2026-09-14 11:15:00,2026-09-14 11:23:00,DOWN,MEDIUM,TRUE,SCHEDULED,1.000,PLANNED
MOV_000592,SYN_TRAIN_0112,OTHER,SEC_006,2026-09-20 01:55:00,2026-09-20 02:07:00,UP,MEDIUM,FALSE,SCHEDULED,1.000,PLANNED
MOV_000593,SYN_TRAIN_0113,MAINTENANCE,SEC_009,2026-09-17 18:55:00,2026-09-17 19:20:00,UP,HIGH,FALSE,SCHEDULED,1.000,PLANNED
MOV_000594,SYN_TRAIN_0114,PASSENGER,SEC_002,2026-09-19 21:20:00,2026-09-19 21:25:00,DOWN,LOW,FALSE,SCHEDULED,1.000,PLANNED
MOV_000595,SYN_TRAIN_0115,MAINTENANCE,SEC_002,2026-09-19 15:45:00,2026-09-19 15:53:00,UP,LOW,FALSE,SCHEDULED,1.000,PLANNED
MOV_000596,SYN_TRAIN_0116,FREIGHT,SEC_007,2026-09-14 14:10:00,2026-09-14 14:30:00,DOWN,LOW,TRUE,SCHEDULED,1.000,PLANNED
MOV_000597,SYN_TRAIN_0117,FREIGHT,SEC_002,2026-09-16 16:55:00,2026-09-16 17:25:00,DOWN,HIGH,TRUE,SCHEDULED,1.000,PLANNED
MOV_000598,SYN_TRAIN_0118,PASSENGER,SEC_007,2026-09-20 08:00:00,2026-09-20 08:12:00,UP,LOW,FALSE,SCHEDULED,1.000,PLANNED
MOV_000599,SYN_TRAIN_0119,EXPRESS,SEC_001,2026-09-19 18:55:00,2026-09-19 19:25:00,DOWN,LOW,FALSE,SCHEDULED,1.000,PLANNED
MOV_000600,SYN_TRAIN_0120,PASSENGER,SEC_007,2026-09-17 07:55:00,2026-09-17 08:10:00,DOWN,MEDIUM,FALSE,SCHEDULED,1.000,PLANNED
MOV_000601,SYN_TRAIN_0121,PASSENGER,SEC_010,2026-09-18 17:40:00,2026-09-18 18:05:00,DOWN,LOW,FALSE,SCHEDULED,1.000,PLANNED
MOV_000602,SYN_TRAIN_0122,MAINTENANCE,SEC_003,2026-09-16 16:40:00,2026-09-16 17:10:00,DOWN,MEDIUM,FALSE,SCHEDULED,1.000,PLANNED
MOV_000603,SYN_TRAIN_0123,PASSENGER,SEC_010,2026-09-17 19:50:00,2026-09-17 20:15:00,UP,MEDIUM,FALSE,SCHEDULED,1.000,PLANNED
MOV_000604,SYN_TRAIN_0124,PASSENGER,SEC_004,2026-09-19 08:10:00,2026-09-19 08:20:00,DOWN,MEDIUM,FALSE,SCHEDULED,1.000,PLANNED
MOV_000605,SYN_TRAIN_0125,PASSENGER,SEC_003,2026-09-19 23:05:00,2026-09-19 23:17:00,DOWN,MEDIUM,FALSE,SCHEDULED,1.000,PLANNED
MOV_000606,SYN_TRAIN_0126,EXPRESS,SEC_007,2026-09-15 17:40:00,2026-09-15 17:55:00,UP,LOW,FALSE,SCHEDULED,1.000,PLANNED
MOV_000607,SYN_TRAIN_0127,FREIGHT,SEC_005,2026-09-17 10:35:00,2026-09-17 10:45:00,DOWN,HIGH,TRUE,SCHEDULED,1.000,PLANNED
MOV_000608,SYN_TRAIN_0128,PASSENGER,SEC_002,2026-09-19 07:55:00,2026-09-19 08:25:00,UP,LOW,FALSE,SCHEDULED,1.000,PLANNED
MOV_000609,SYN_TRAIN_0129,PASSENGER,SEC_006,2026-09-16 04:10:00,2026-09-16 04:15:00,UP,MEDIUM,FALSE,SCHEDULED,1.000,PLANNED
MOV_000610,SYN_TRAIN_0130,FREIGHT,SEC_010,2026-09-15 02:40:00,2026-09-15 03:05:00,DOWN,LOW,TRUE,SCHEDULED,1.000,PLANNED
MOV_000611,SYN_TRAIN_0131,PASSENGER,SEC_007,2026-09-20 00:20:00,2026-09-20 00:28:00,DOWN,HIGH,FALSE,SCHEDULED,1.000,PLANNED
MOV_000612,SYN_TRAIN_0132,EXPRESS,SEC_010,2026-09-17 17:45:00,2026-09-17 17:55:00,DOWN,HIGH,FALSE,SCHEDULED,1.000,PLANNED
MOV_000613,SYN_TRAIN_0133,FREIGHT,SEC_003,2026-09-14 00:30:00,2026-09-14 00:42:00,UP,LOW,TRUE,SCHEDULED,1.000,PLANNED
MOV_000614,SYN_TRAIN_0134,OTHER,SEC_005,2026-09-15 08:10:00,2026-09-15 08:20:00,UP,MEDIUM,FALSE,SCHEDULED,1.000,PLANNED
MOV_000615,SYN_TRAIN_0135,PASSENGER,SEC_007,2026-09-16 17:45:00,2026-09-16 17:55:00,UP,LOW,FALSE,SCHEDULED,1.000,PLANNED
MOV_000616,SYN_TRAIN_0136,FREIGHT,SEC_009,2026-09-14 20:15:00,2026-09-14 20:35:00,DOWN,MEDIUM,TRUE,SCHEDULED,1.000,PLANNED
MOV_000617,SYN_TRAIN_0137,OTHER,SEC_010,2026-09-17 21:30:00,2026-09-17 21:35:00,DOWN,HIGH,FALSE,SCHEDULED,1.000,PLANNED
MOV_000618,SYN_TRAIN_0138,EXPRESS,SEC_006,2026-09-20 23:05:00,2026-09-20 23:35:00,UP,MEDIUM,FALSE,SCHEDULED,1.000,PLANNED
MOV_000619,SYN_TRAIN_0139,OTHER,SEC_005,2026-09-16 05:40:00,2026-09-16 05:48:00,DOWN,LOW,FALSE,SCHEDULED,1.000,PLANNED
MOV_000620,SYN_TRAIN_0140,EXPRESS,SEC_003,2026-09-18 16:05:00,2026-09-18 16:17:00,UP,HIGH,FALSE,SCHEDULED,1.000,PLANNED
MOV_000621,SYN_TRAIN_0141,FREIGHT,SEC_001,2026-09-17 12:10:00,2026-09-17 12:22:00,UP,LOW,TRUE,SCHEDULED,1.000,PLANNED
MOV_000622,SYN_TRAIN_0142,FREIGHT,SEC_008,2026-09-20 10:55:00,2026-09-20 11:03:00,DOWN,LOW,TRUE,SCHEDULED,1.000,PLANNED
MOV_000623,SYN_TRAIN_0143,OTHER,SEC_001,2026-09-20 19:35:00,2026-09-20 19:55:00,DOWN,HIGH,FALSE,SCHEDULED,1.000,PLANNED
MOV_000624,SYN_TRAIN_0144,PASSENGER,SEC_006,2026-09-20 11:25:00,2026-09-20 11:35:00,DOWN,MEDIUM,FALSE,SCHEDULED,1.000,PLANNED
MOV_000625,SYN_TRAIN_0145,MAINTENANCE,SEC_003,2026-09-19 16:50:00,2026-09-19 17:10:00,UP,LOW,FALSE,SCHEDULED,1.000,PLANNED
MOV_000626,SYN_TRAIN_0146,EXPRESS,SEC_001,2026-09-20 18:45:00,2026-09-20 18:57:00,DOWN,HIGH,FALSE,SCHEDULED,1.000,PLANNED
MOV_000627,SYN_TRAIN_0147,MAINTENANCE,SEC_009,2026-09-15 05:00:00,2026-09-15 05:08:00,UP,HIGH,FALSE,SCHEDULED,1.000,PLANNED
MOV_000628,SYN_TRAIN_0148,EXPRESS,SEC_009,2026-09-17 08:10:00,2026-09-17 08:40:00,DOWN,MEDIUM,FALSE,SCHEDULED,1.000,PLANNED
MOV_000629,SYN_TRAIN_0149,PASSENGER,SEC_006,2026-09-15 07:25:00,2026-09-15 07:30:00,UP,MEDIUM,FALSE,SCHEDULED,1.000,PLANNED
MOV_000630,SYN_TRAIN_0150,PASSENGER,SEC_003,2026-09-18 16:45:00,2026-09-18 17:00:00,DOWN,MEDIUM,FALSE,SCHEDULED,1.000,PLANNED
MOV_000631,SYN_TRAIN_0151,FREIGHT,SEC_009,2026-09-20 08:40:00,2026-09-20 08:52:00,DOWN,MEDIUM,TRUE,SCHEDULED,1.000,PLANNED
MOV_000632,SYN_TRAIN_0152,FREIGHT,SEC_010,2026-09-14 17:50:00,2026-09-14 18:00:00,UP,HIGH,TRUE,SCHEDULED,1.000,PLANNED
MOV_000633,SYN_TRAIN_0153,PASSENGER,SEC_003,2026-09-20 09:05:00,2026-09-20 09:35:00,UP,MEDIUM,FALSE,SCHEDULED,1.000,PLANNED
MOV_000634,SYN_TRAIN_0154,FREIGHT,SEC_004,2026-09-18 22:50:00,2026-09-18 23:10:00,DOWN,LOW,TRUE,SCHEDULED,1.000,PLANNED
MOV_000635,SYN_TRAIN_0155,FREIGHT,SEC_006,2026-09-19 07:10:00,2026-09-19 07:20:00,UP,MEDIUM,TRUE,SCHEDULED,1.000,PLANNED
MOV_000636,SYN_TRAIN_0156,FREIGHT,SEC_008,2026-09-19 04:45:00,2026-09-19 04:55:00,UP,HIGH,TRUE,SCHEDULED,1.000,PLANNED
MOV_000637,SYN_TRAIN_0157,PASSENGER,SEC_001,2026-09-14 05:20:00,2026-09-14 05:28:00,UP,HIGH,FALSE,SCHEDULED,1.000,PLANNED
MOV_000638,SYN_TRAIN_0158,FREIGHT,SEC_006,2026-09-16 17:05:00,2026-09-16 17:35:00,UP,MEDIUM,TRUE,SCHEDULED,1.000,PLANNED
MOV_000639,SYN_TRAIN_0159,PASSENGER,SEC_002,2026-09-15 19:00:00,2026-09-15 19:20:00,DOWN,LOW,FALSE,SCHEDULED,1.000,PLANNED
MOV_000640,SYN_TRAIN_0160,FREIGHT,SEC_006,2026-09-16 18:10:00,2026-09-16 18:35:00,DOWN,MEDIUM,TRUE,SCHEDULED,1.000,PLANNED
MOV_000641,SYN_TRAIN_0001,FREIGHT,SEC_006,2026-09-17 05:40:00,2026-09-17 05:48:00,UP,HIGH,TRUE,SCHEDULED,1.000,PLANNED
MOV_000642,SYN_TRAIN_0002,PASSENGER,SEC_010,2026-09-17 10:45:00,2026-09-17 10:53:00,DOWN,MEDIUM,FALSE,SCHEDULED,1.000,PLANNED
MOV_000643,SYN_TRAIN_0003,FREIGHT,SEC_008,2026-09-16 06:25:00,2026-09-16 06:33:00,DOWN,LOW,TRUE,SCHEDULED,1.000,PLANNED
MOV_000644,SYN_TRAIN_0004,FREIGHT,SEC_009,2026-09-20 09:55:00,2026-09-20 10:20:00,UP,LOW,TRUE,SCHEDULED,1.000,PLANNED
MOV_000645,SYN_TRAIN_0005,OTHER,SEC_008,2026-09-14 12:15:00,2026-09-14 12:23:00,DOWN,HIGH,FALSE,SCHEDULED,1.000,PLANNED
MOV_000646,SYN_TRAIN_0006,PASSENGER,SEC_002,2026-09-19 13:30:00,2026-09-19 14:00:00,DOWN,LOW,FALSE,SCHEDULED,1.000,PLANNED
MOV_000647,SYN_TRAIN_0007,FREIGHT,SEC_002,2026-09-17 14:00:00,2026-09-17 14:25:00,DOWN,MEDIUM,TRUE,SCHEDULED,1.000,PLANNED
MOV_000648,SYN_TRAIN_0008,PASSENGER,SEC_008,2026-09-16 12:20:00,2026-09-16 12:40:00,UP,HIGH,FALSE,SCHEDULED,1.000,PLANNED
MOV_000649,SYN_TRAIN_0009,EXPRESS,SEC_001,2026-09-18 17:10:00,2026-09-18 17:35:00,DOWN,MEDIUM,FALSE,SCHEDULED,1.000,PLANNED
MOV_000650,SYN_TRAIN_0010,EXPRESS,SEC_001,2026-09-20 17:05:00,2026-09-20 17:17:00,DOWN,MEDIUM,FALSE,SCHEDULED,1.000,PLANNED
MOV_000651,SYN_TRAIN_0011,FREIGHT,SEC_008,2026-09-15 17:45:00,2026-09-15 17:50:00,DOWN,HIGH,TRUE,SCHEDULED,1.000,PLANNED
MOV_000652,SYN_TRAIN_0012,PASSENGER,SEC_010,2026-09-17 04:10:00,2026-09-17 04:30:00,DOWN,MEDIUM,FALSE,SCHEDULED,1.000,PLANNED
MOV_000653,SYN_TRAIN_0013,OTHER,SEC_004,2026-09-15 13:35:00,2026-09-15 13:47:00,DOWN,HIGH,FALSE,SCHEDULED,1.000,PLANNED
MOV_000654,SYN_TRAIN_0014,PASSENGER,SEC_004,2026-09-20 04:55:00,2026-09-20 05:15:00,UP,HIGH,FALSE,SCHEDULED,1.000,PLANNED
MOV_000655,SYN_TRAIN_0015,OTHER,SEC_002,2026-09-20 17:55:00,2026-09-20 18:07:00,UP,HIGH,FALSE,SCHEDULED,1.000,PLANNED
MOV_000656,SYN_TRAIN_0016,PASSENGER,SEC_007,2026-09-17 18:30:00,2026-09-17 19:00:00,UP,LOW,FALSE,SCHEDULED,1.000,PLANNED
MOV_000657,SYN_TRAIN_0017,OTHER,SEC_001,2026-09-19 04:15:00,2026-09-19 04:30:00,UP,MEDIUM,FALSE,SCHEDULED,1.000,PLANNED
MOV_000658,SYN_TRAIN_0018,PASSENGER,SEC_005,2026-09-20 07:45:00,2026-09-20 07:53:00,UP,HIGH,FALSE,SCHEDULED,1.000,PLANNED
MOV_000659,SYN_TRAIN_0019,PASSENGER,SEC_001,2026-09-17 19:15:00,2026-09-17 19:35:00,UP,MEDIUM,FALSE,SCHEDULED,1.000,PLANNED
