record_id,asset_id,department,task_type,criticality,urgency,operational_impact,previous_defects,maintenance_frequency,estimated_duration,actual_duration,delay_to_completion,was_overdue,repeat_defect,weather_risk,previous_failure_indicator,defect_severity,final_priority
HIST_000576,AST_000042,S&T,CORRECTIVE_MAINTENANCE,44.5,27.9,43.2,1,1,45,45,0,FALSE,TRUE,0.332,False,MEDIUM,36.47
HIST_000577,AST_000009,S&T,INSPECTION,89.0,88.5,53.1,4,9,180,200,12,TRUE,TRUE,0.471,False,HIGH,70.7
HIST_000578,AST_000026,TRD,REPAIR,79.3,84.3,27.4,1,7,75,75,0,FALSE,TRUE,0.747,False,MEDIUM,57.84
HIST_000579,AST_000043,ENGINEERING,INSPECTION,70.1,100.0,43.2,1,2,90,100,6,TRUE,TRUE,0.967,False,CRITICAL,69.67
HIST_000580,AST_000010,ENGINEERING,REPAIR,83.3,0.0,43.6,4,2,180,203,14,TRUE,TRUE,0.113,False,CRITICAL,48.71
HIST_000581,AST_000027,S&T,REPLACEMENT,50.8,2.3,49.7,3,9,150,146,0,FALSE,TRUE,0.735,False,HIGH,37.0
HIST_000582,AST_000044,TRD,TESTING,56.3,6.1,53.9,5,1,90,104,8,TRUE,TRUE,0.812,True,HIGH,50.44
HIST_000583,AST_000011,TRD,PREVENTIVE_MAINTENANCE,69.6,86.6,70.2,1,6,75,84,5,TRUE,TRUE,0.942,False,CRITICAL,71.57
HIST_000584,AST_000028,ENGINEERING,CORRECTIVE_MAINTENANCE,49.5,24.0,19.7,2,8,45,54,5,TRUE,TRUE,0.604,False,MEDIUM,32.29
HIST_000585,AST_000045,S&T,INSPECTION,42.3,36.9,23.2,2,3,180,152,0,FALSE,TRUE,0.565,False,MEDIUM,34.05
HIST_000586,AST_000012,S&T,REPAIR,62.0,75.6,40.1,1,6,150,154,2,TRUE,TRUE,0.827,False,LOW,49.27
HIST_000587,AST_000029,TRD,REPLACEMENT,88.2,15.0,23.4,3,6,75,84,5,TRUE,TRUE,0.266,False,LOW,38.64
HIST_000588,AST_000046,ENGINEERING,TESTING,52.0,100.0,52.4,5,9,240,239,0,FALSE,TRUE,0.361,False,CRITICAL,66.08
HIST_000589,AST_000013,ENGINEERING,PREVENTIVE_MAINTENANCE,54.3,23.3,54.7,4,2,240,262,13,TRUE,TRUE,0.309,True,HIGH,54.3
HIST_000590,AST_000030,S&T,CORRECTIVE_MAINTENANCE,88.6,53.8,28.6,5,6,90,86,0,FALSE,TRUE,0.227,False,CRITICAL,60.75
HIST_000591,AST_000047,TRD,INSPECTION,84.5,95.5,25.4,2,9,240,235,0,FALSE,TRUE,0.99,False,MEDIUM,61.8
HIST_000592,AST_000014,TRD,REPAIR,44.4,2.5,63.3,4,8,60,67,4,TRUE,TRUE,0.112,False,LOW,30.35
HIST_000593,AST_000031,ENGINEERING,REPLACEMENT,40.4,97.8,58.9,4,5,180,154,0,FALSE,TRUE,0.705,False,MEDIUM,55.85
HIST_000594,AST_000048,S&T,TESTING,56.3,78.7,26.5,5,11,180,215,21,TRUE,TRUE,0.542,False,LOW,45.61
HIST_000595,AST_000015,S&T,PREVENTIVE_MAINTENANCE,53.9,0.0,71.6,5,7,240,205,0,FALSE,TRUE,0.934,False,CRITICAL,45.49
HIST_000596,AST_000032,TRD,CORRECTIVE_MAINTENANCE,72.1,39.7,54.3,2,5,180,187,4,TRUE,TRUE,0.099,True,HIGH,63.66
HIST_000597,AST_000049,ENGINEERING,INSPECTION,67.6,39.7,46.0,5,1,180,187,4,TRUE,TRUE,0.717,False,CRITICAL,54.41
HIST_000598,AST_000016,ENGINEERING,REPAIR,55.3,86.9,57.3,1,3,60,54,0,FALSE,TRUE,0.211,False,CRITICAL,64.78
HIST_000599,AST_000033,S&T,REPLACEMENT,80.7,37.5,25.9,1,10,180,209,17,TRUE,TRUE,0.516,False,HIGH,50.02
HIST_000600,AST_000050,TRD,TESTING,88.2,53.8,34.8,4,5,150,181,19,TRUE,TRUE,0.802,False,LOW,50.62
HIST_000601,AST_000017,TRD,PREVENTIVE_MAINTENANCE,66.6,0.0,43.3,5,6,180,161,0,FALSE,TRUE,0.079,False,MEDIUM,36.14
HIST_000602,AST_000034,ENGINEERING,CORRECTIVE_MAINTENANCE,82.4,98.7,19.5,5,12,240,287,28,TRUE,TRUE,0.629,False,CRITICAL,68.3
HIST_000603,AST_000001,ENGINEERING,INSPECTION,50.3,48.1,33.1,1,2,90,82,0,FALSE,TRUE,0.121,True,LOW,47.48
HIST_000604,AST_000018,S&T,REPAIR,94.2,100.0,23.8,2,11,75,79,2,TRUE,TRUE,0.162,False,HIGH,69.27
HIST_000605,AST_000035,TRD,REPLACEMENT,84.2,14.6,18.3,4,5,90,102,7,TRUE,TRUE,0.896,False,MEDIUM,40.07
HIST_000606,AST_000002,TRD,REPAIR,63.8,3.6,29.0,4,9,120,108,0,FALSE,TRUE,0.877,False,LOW,29.59
HIST_000607,AST_000019,ENGINEERING,REPLACEMENT,79.6,100.0,25.8,1,4,240,210,0,FALSE,TRUE,0.361,False,LOW,57.79
HIST_000608,AST_000036,S&T,TESTING,78.2,19.9,57.2,0,11,45,47,1,TRUE,FALSE,0.126,False,HIGH,51.12
HIST_000609,AST_000003,S&T,PREVENTIVE_MAINTENANCE,55.7,58.8,59.0,1,6,60,63,2,TRUE,TRUE,0.209,False,MEDIUM,50.71
HIST_000610,AST_000020,TRD,CORRECTIVE_MAINTENANCE,63.2,100.0,28.4,1,7,90,112,13,TRUE,TRUE,0.549,True,MEDIUM,67.14
HIST_000611,AST_000037,ENGINEERING,INSPECTION,81.9,0.0,41.4,4,4,90,88,0,FALSE,TRUE,0.326,False,CRITICAL,47.85
HIST_000612,AST_000004,ENGINEERING,REPAIR,87.4,0.0,50.5,3,7,150,129,0,FALSE,TRUE,0.065,False,MEDIUM,43.82
HIST_000613,AST_000021,S&T,REPLACEMENT,42.9,42.6,48.2,0,2,150,123,0,FALSE,FALSE,0.301,False,HIGH,44.41
HIST_000614,AST_000038,TRD,TESTING,95.1,14.2,45.8,3,3,120,143,14,TRUE,TRUE,0.105,False,CRITICAL,56.24
HIST_000615,AST_000005,TRD,PREVENTIVE_MAINTENANCE,56.6,87.2,18.3,1,10,30,31,1,TRUE,TRUE,0.141,False,LOW,46.19
HIST_000616,AST_000022,ENGINEERING,CORRECTIVE_MAINTENANCE,76.5,0.0,58.4,5,8,180,203,14,TRUE,TRUE,0.767,False,MEDIUM,42.13
HIST_000617,AST_000039,S&T,INSPECTION,91.8,25.8,40.5,1,1,180,199,11,TRUE,TRUE,0.302,True,CRITICAL,67.09
HIST_000618,AST_000006,S&T,REPAIR,94.3,84.0,22.6,1,6,90,96,4,TRUE,TRUE,0.48,False,CRITICAL,68.81
HIST_000619,AST_000023,TRD,REPLACEMENT,55.6,56.8,56.1,2,7,240,207,0,FALSE,TRUE,0.945,False,HIGH,53.35
HIST_000620,AST_000040,ENGINEERING,TESTING,49.9,0.0,79.9,4,6,30,30,0,FALSE,TRUE,0.861,False,LOW,34.7
HIST_000621,AST_000007,ENGINEERING,PREVENTIVE_MAINTENANCE,52.8,11.2,40.9,0,10,150,163,8,TRUE,FALSE,0.561,False,LOW,30.57
HIST_000622,AST_000024,S&T,CORRECTIVE_MAINTENANCE,66.7,77.8,22.5,1,2,120,121,1,TRUE,TRUE,0.339,False,CRITICAL,58.96
HIST_000623,AST_000041,TRD,INSPECTION,89.8,13.2,51.5,0,3,75,83,5,TRUE,FALSE,0.778,False,MEDIUM,48.04
HIST_000624,AST_000008,TRD,REPAIR,88.0,18.5,68.3,1,5,60,59,0,FALSE,TRUE,0.762,True,MEDIUM,62.19
HIST_000625,AST_000025,ENGINEERING,REPLACEMENT,94.7,93.9,32.3,0,7,150,174,14,TRUE,FALSE,0.478,False,CRITICAL,73.34
HIST_000626,AST_000042,S&T,TESTING,44.5,0.0,46.5,3,12,30,36,4,TRUE,TRUE,0.038,False,CRITICAL,37.65
HIST_000627,AST_000009,S&T,PREVENTIVE_MAINTENANCE,89.0,100.0,63.0,3,9,90,85,0,FALSE,TRUE,0.796,False,CRITICAL,79.3
HIST_000628,AST_000026,TRD,CORRECTIVE_MAINTENANCE,79.3,56.1,25.7,2,4,45,48,2,TRUE,TRUE,0.877,False,CRITICAL,57.95
HIST_000629,AST_000043,ENGINEERING,INSPECTION,70.1,93.2,44.1,5,5,180,182,1,TRUE,TRUE,0.455,False,MEDIUM,60.65
HIST_000630,AST_000010,ENGINEERING,REPAIR,83.3,43.8,52.7,2,3,240,291,31,TRUE,TRUE,0.158,False,MEDIUM,53.98
HIST_000631,AST_000027,S&T,REPLACEMENT,50.8,50.5,56.4,1,7,150,159,5,TRUE,TRUE,0.85,True,HIGH,60.39
HIST_000632,AST_000044,TRD,REPAIR,56.3,92.5,52.2,0,7,300,342,25,TRUE,FALSE,0.606,False,CRITICAL,65.45
HIST_000633,AST_000011,TRD,REPLACEMENT,69.6,0.0,72.1,0,9,75,72,0,FALSE,FALSE,0.924,False,CRITICAL,50.3
HIST_000634,AST_000028,ENGINEERING,TESTING,49.5,10.1,31.0,1,5,120,135,9,TRUE,TRUE,0.043,False,CRITICAL,38.58
HIST_000635,AST_000045,S&T,PREVENTIVE_MAINTENANCE,42.3,100.0,27.0,0,5,90,98,5,TRUE,FALSE,0.454,False,CRITICAL,58.09
HIST_000636,AST_000012,S&T,CORRECTIVE_MAINTENANCE,62.0,100.0,43.5,2,7,150,136,0,FALSE,TRUE,0.611,False,CRITICAL,67.3
HIST_000637,AST_000029,TRD,INSPECTION,88.2,19.2,26.8,4,6,90,106,10,TRUE,TRUE,0.706,False,CRITICAL,51.62
HIST_000638,AST_000046,ENGINEERING,REPAIR,52.0,0.0,50.4,2,3,120,125,3,TRUE,TRUE,0.979,True,HIGH,46.93
HIST_000639,AST_000013,ENGINEERING,REPLACEMENT,54.3,100.0,53.2,2,6,30,30,0,FALSE,TRUE,0.249,False,LOW,55.68
HIST_000640,AST_000030,S&T,TESTING,88.6,100.0,24.9,0,5,60,72,7,TRUE,FALSE,0.118,False,CRITICAL,71.56
HIST_000641,AST_000047,TRD,PREVENTIVE_MAINTENANCE,84.5,13.9,14.9,1,6,30,35,3,TRUE,TRUE,0.997,False,HIGH,43.05
HIST_000642,AST_000014,TRD,CORRECTIVE_MAINTENANCE,44.4,50.2,65.8,1,12,60,53,0,FALSE,TRUE,0.972,False,LOW,42.78
HIST_000643,AST_000031,ENGINEERING,INSPECTION,40.4,97.2,54.1,1,6,60,71,7,TRUE,TRUE,0.013,False,CRITICAL,62.24
HIST_000644,AST_000048,S&T,REPAIR,56.3,0.0,37.4,1,7,180,175,0,FALSE,TRUE,0.383,False,MEDIUM,31.87
HIST_000645,AST_000015,S&T,REPLACEMENT,53.9,100.0,72.1,1,11,30,26,0,FALSE,TRUE,0.615,True,HIGH,76.84
HIST_000646,AST_000032,TRD,TESTING,72.1,0.0,50.4,1,2,90,93,2,TRUE,TRUE,0.3,False,CRITICAL,46.71
HIST_000647,AST_000049,ENGINEERING,PREVENTIVE_MAINTENANCE,67.6,100.0,59.3,1,1,75,75,0,FALSE,TRUE,0.856,False,LOW,60.89
HIST_000648,AST_000016,ENGINEERING,CORRECTIVE_MAINTENANCE,55.3,72.7,46.2,3,5,90,107,10,TRUE,TRUE,0.324,False,LOW,47.76
HIST_000649,AST_000033,S&T,INSPECTION,80.7,51.2,25.4,3,8,60,69,5,TRUE,TRUE,0.049,False,MEDIUM,49.59
HIST_000650,AST_000050,TRD,REPAIR,88.2,100.0,39.7,3,1,150,159,5,TRUE,TRUE,0.646,False,CRITICAL,74.4
HIST_000651,AST_000017,TRD,REPLACEMENT,66.6,20.3,40.2,0,1,180,218,23,TRUE,FALSE,0.859,False,LOW,36.84
HIST_000652,AST_000034,ENGINEERING,TESTING,82.4,53.7,20.5,4,4,240,228,0,FALSE,TRUE,0.088,True,HIGH,63.5
HIST_000653,AST_000001,ENGINEERING,PREVENTIVE_MAINTENANCE,50.3,59.5,27.4,3,7,240,230,0,FALSE,TRUE,0.013,False,LOW,39.19
HIST_000654,AST_000018,S&T,CORRECTIVE_MAINTENANCE,94.2,19.6,21.5,2,1,90,109,11,TRUE,TRUE,0.556,False,MEDIUM,44.96
HIST_000655,AST_000035,TRD,INSPECTION,84.2,32.3,31.3,5,5,240,209,0,FALSE,TRUE,0.719,False,LOW,43.34
HIST_000656,AST_000002,TRD,REPAIR,63.8,24.3,32.5,4,6,90,106,10,TRUE,TRUE,0.858,False,MEDIUM,39.21
HIST_000657,AST_000019,ENGINEERING,REPLACEMENT,79.6,8.5,20.1,3,8,240,203,0,FALSE,TRUE,0.246,False,MEDIUM,37.52
HIST_000658,AST_000036,S&T,REPAIR,78.2,100.0,53.3,1,8,180,189,5,TRUE,TRUE,0.621,False,HIGH,70.37
HIST_000659,AST_000003,S&T,REPLACEMENT,55.7,0.0,55.5,2,11,120,105,0,FALSE,TRUE,0.47,True,HIGH,49.06
HIST_000660,AST_000020,TRD,TESTING,63.2,0.0,25.6,5,7,90,84,0,FALSE,TRUE,0.457,False,MEDIUM,31.58
HIST_000661,AST_000037,ENGINEERING,PREVENTIVE_MAINTENANCE,81.9,78.5,35.6,2,4,120,130,6,TRUE,TRUE,0.141,False,LOW,55.06
HIST_000662,AST_000004,ENGINEERING,CORRECTIVE_MAINTENANCE,87.4,100.0,48.2,4,10,75,75,0,FALSE,TRUE,0.885,False,CRITICAL,75.86
HIST_000663,AST_000021,S&T,INSPECTION,42.9,42.6,45.7,5,5,30,28,0,FALSE,TRUE,0.987,False,LOW,36.41
HIST_000664,AST_000038,TRD,REPAIR,95.1,90.1,39.8,4,3,90,106,10,TRUE,TRUE,0.699,False,CRITICAL,74.01
HIST_000665,AST_000005,TRD,REPLACEMENT,56.6,100.0,21.1,5,12,75,89,8,TRUE,TRUE,0.235,False,MEDIUM,53.7
HIST_000666,AST_000022,ENGINEERING,TESTING,76.5,94.8,55.1,5,12,150,158,5,TRUE,TRUE,0.004,True,MEDIUM,75.17
HIST_000667,AST_000039,S&T,PREVENTIVE_MAINTENANCE,91.8,11.8,42.5,5,9,90,106,10,TRUE,TRUE,0.754,False,MEDIUM,46.49
HIST_000668,AST_000006,S&T,CORRECTIVE_MAINTENANCE,94.3,0.0,24.9,1,1,180,220,24,TRUE,TRUE,0.631,False,CRITICAL,48.27
HIST_000669,AST_000023,TRD,INSPECTION,55.6,58.2,56.0,4,9,180,220,24,TRUE,TRUE,0.939,False,MEDIUM,49.93
HIST_000670,AST_000040,ENGINEERING,REPAIR,49.9,45.9,76.1,1,9,120,114,0,FALSE,TRUE,0.056,False,CRITICAL,56.66
HIST_000671,AST_000007,ENGINEERING,REPLACEMENT,52.8,100.0,40.5,1,7,240,213,0,FALSE,TRUE,0.064,False,LOW,52.69
HIST_000672,AST_000024,S&T,TESTING,66.7,100.0,22.4,5,2,180,162,0,FALSE,TRUE,0.647,False,MEDIUM,56.99
HIST_000673,AST_000041,TRD,PREVENTIVE_MAINTENANCE,89.8,0.0,54.0,4,10,60,71,7,TRUE,TRUE,0.868,True,LOW,51.49
HIST_000674,AST_000008,TRD,CORRECTIVE_MAINTENANCE,88.0,0.0,64.3,4,4,150,178,17,TRUE,TRUE,0.441,False,HIGH,50.51
HIST_000675,AST_000025,ENGINEERING,INSPECTION,94.7,0.0,43.1,3,11,240,230,0,FALSE,TRUE,0.667,False,CRITICAL,52.03
HIST_000676,AST_000042,S&T,REPAIR,44.5,54.4,41.9,4,7,60,60,0,FALSE,TRUE,0.171,False,HIGH,46.58
HIST_000677,AST_000009,S&T,REPLACEMENT,89.0,32.1,57.4,4,9,30,33,2,TRUE,TRUE,0.392,False,MEDIUM,53.7
HIST_000678,AST_000026,TRD,TESTING,79.3,100.0,18.3,2,6,75,65,0,FALSE,TRUE,0.429,False,CRITICAL,67.45
HIST_000679,AST_000043,ENGINEERING,PREVENTIVE_MAINTENANCE,70.1,87.4,53.1,5,8,60,71,7,TRUE,TRUE,0.495,False,CRITICAL,68.5
HIST_000680,AST_000010,ENGINEERING,CORRECTIVE_MAINTENANCE,83.3,56.6,53.7,5,5,120,140,12,TRUE,TRUE,0.134,True,LOW,63.63
HIST_000681,AST_000027,S&T,INSPECTION,50.8,0.0,50.2,2,1,75,75,0,FALSE,TRUE,0.692,False,CRITICAL,40.28
HIST_000682,AST_000044,TRD,REPAIR,56.3,15.4,54.0,4,7,90,100,6,TRUE,TRUE,0.411,False,CRITICAL,46.54
HIST_000683,AST_000011,TRD,REPLACEMENT,69.6,28.6,65.4,1,7,75,65,0,FALSE,TRUE,0.525,False,MEDIUM,48.61
HIST_000684,AST_000028,ENGINEERING,TESTING,49.5,100.0,24.9,4,11,150,149,0,FALSE,TRUE,0.921,False,CRITICAL,59.83
HIST_000685,AST_000045,S&T,REPLACEMENT,42.3,74.4,19.6,4,2,120,110,0,FALSE,TRUE,0.036,False,LOW,38.96
HIST_000686,AST_000012,S&T,TESTING,62.0,91.4,51.3,5,10,120,115,0,FALSE,TRUE,0.1,False,MEDIUM,59.21
HIST_000687,AST_000029,TRD,PREVENTIVE_MAINTENANCE,88.2,0.0,30.1,3,5,90,79,0,FALSE,TRUE,0.847,True,CRITICAL,57.48
HIST_000688,AST_000046,ENGINEERING,CORRECTIVE_MAINTENANCE,52.0,36.4,49.6,5,10,45,37,0,FALSE,TRUE,0.571,False,MEDIUM,42.12
HIST_000689,AST_000013,ENGINEERING,INSPECTION,54.3,94.8,61.4,2,11,180,205,15,TRUE,TRUE,0.128,False,MEDIUM,59.77
HIST_000690,AST_000030,S&T,REPAIR,88.6,100.0,27.8,0,9,120,121,1,TRUE,FALSE,0.413,False,LOW,60.89
HIST_000691,AST_000047,TRD,REPLACEMENT,84.5,100.0,25.3,4,7,30,32,1,TRUE,TRUE,0.968,False,LOW,59.16
HIST_000692,AST_000014,TRD,TESTING,44.4,93.3,73.9,0,6,60,72,7,TRUE,FALSE,0.098,False,HIGH,62.67
HIST_000693,AST_000031,ENGINEERING,PREVENTIVE_MAINTENANCE,40.4,73.8,55.7,1,4,90,79,0,FALSE,TRUE,0.648,False,HIGH,52.96
HIST_000694,AST_000048,S&T,CORRECTIVE_MAINTENANCE,56.3,100.0,31.7,1,1,180,189,5,TRUE,TRUE,0.988,True,LOW,61.98
HIST_000695,AST_000015,S&T,INSPECTION,53.9,100.0,75.2,5,3,240,239,0,FALSE,TRUE,0.401,False,LOW,59.96
HIST_000696,AST_000032,TRD,REPAIR,72.1,15.3,59.4,5,7,90,81,0,FALSE,TRUE,0.415,False,MEDIUM,44.84
HIST_000697,AST_000049,ENGINEERING,REPLACEMENT,67.6,46.4,54.6,4,1,30,29,0,FALSE,TRUE,0.207,False,MEDIUM,50.3
HIST_000698,AST_000016,ENGINEERING,TESTING,55.3,65.7,56.1,5,1,180,206,16,TRUE,TRUE,0.278,False,CRITICAL,59.23
HIST_000699,AST_000033,S&T,PREVENTIVE_MAINTENANCE,80.7,0.0,15.5,1,2,240,201,0,FALSE,TRUE,0.983,False,MEDIUM,34.81
HIST_000700,AST_000050,TRD,CORRECTIVE_MAINTENANCE,88.2,0.0,34.1,1,1,60,54,0,FALSE,TRUE,0.865,False,MEDIUM,40.78
HIST_000701,AST_000017,TRD,INSPECTION,66.6,100.0,44.8,3,5,30,36,4,TRUE,TRUE,0.478,True,LOW,67.69
HIST_000702,AST_000034,ENGINEERING,REPAIR,82.4,26.5,29.4,1,5,60,71,7,TRUE,TRUE,0.44,False,HIGH,48.48
HIST_000703,AST_000001,ENGINEERING,REPLACEMENT,50.3,89.6,27.7,5,9,90,75,0,FALSE,TRUE,0.99,False,HIGH,54.28
HIST_000704,AST_000018,S&T,TESTING,94.2,32.7,23.6,5,4,90,107,10,TRUE,TRUE,0.357,False,MEDIUM,48.66
HIST_000705,AST_000035,TRD,PREVENTIVE_MAINTENANCE,84.2,25.8,31.4,3,10,90,84,0,FALSE,TRUE,0.851,False,HIGH,49.24
HIST_000706,AST_000002,TRD,CORRECTIVE_MAINTENANCE,63.8,11.3,32.8,2,9,60,63,2,TRUE,TRUE,0.84,False,LOW,32.27
HIST_000707,AST_000019,ENGINEERING,INSPECTION,79.6,73.4,28.4,5,9,150,182,19,TRUE,TRUE,0.891,False,HIGH,59.16
HIST_000708,AST_000036,S&T,REPAIR,78.2,7.9,57.3,4,11,150,134,0,FALSE,TRUE,0.51,True,MEDIUM,54.4
HIST_000709,AST_000003,S&T,REPLACEMENT,55.7,71.6,63.8,0,1,30,36,4,TRUE,FALSE,0.719,False,CRITICAL,62.37
HIST_000710,AST_000020,TRD,TESTING,63.2,98.5,28.1,2,8,45,45,0,FALSE,TRUE,0.052,False,MEDIUM,56.7
HIST_000711,AST_000037,ENGINEERING,REPLACEMENT,81.9,97.4,34.5,0,1,300,330,18,TRUE,FALSE,0.129,False,HIGH,67.07
HIST_000712,AST_000004,ENGINEERING,TESTING,87.4,100.0,55.9,3,8,240,252,7,TRUE,TRUE,0.72,False,MEDIUM,69.9
HIST_000713,AST_000021,S&T,PREVENTIVE_MAINTENANCE,42.9,100.0,38.5,5,9,45,52,4,TRUE,TRUE,0.159,False,LOW,49.32
HIST_000714,AST_000038,TRD,CORRECTIVE_MAINTENANCE,95.1,100.0,36.6,4,7,120,128,5,TRUE,TRUE,0.086,False,HIGH,72.1
HIST_000715,AST_000005,TRD,INSPECTION,56.6,68.2,18.9,1,9,45,52,4,TRUE,TRUE,0.498,True,CRITICAL,62.81
HIST_000716,AST_000022,ENGINEERING,REPAIR,76.5,0.0,60.1,2,5,120,127,4,TRUE,TRUE,0.61,False,LOW,38.72
HIST_000717,AST_000039,S&T,REPLACEMENT,91.8,97.1,34.1,4,6,90,108,11,TRUE,TRUE,0.945,False,MEDIUM,66.13
HIST_000718,AST_000006,S&T,TESTING,94.3,27.7,21.4,4,4,90,76,0,FALSE,TRUE,0.981,False,CRITICAL,54.49
HIST_000719,AST_000023,TRD,PREVENTIVE_MAINTENANCE,55.6,55.0,50.0,1,2,90,92,1,TRUE,TRUE,0.409,False,HIGH,51.68
HIST_000720,AST_000040,ENGINEERING,CORRECTIVE_MAINTENANCE,49.9,81.6,81.5,0,3,75,70,0,FALSE,FALSE,0.559,False,CRITICAL,66.67
HIST_000721,AST_000007,ENGINEERING,INSPECTION,52.8,0.0,45.9,3,7,75,91,10,TRUE,TRUE,0.541,False,MEDIUM,32.52
HIST_000722,AST_000024,S&T,REPAIR,66.7,34.4,23.8,1,5,45,39,0,FALSE,TRUE,0.942,True,HIGH,54.62
HIST_000723,AST_000041,TRD,REPLACEMENT,89.8,100.0,43.6,0,3,180,186,4,TRUE,FALSE,0.886,False,CRITICAL,75.66
HIST_000724,AST_000008,TRD,TESTING,88.0,62.5,64.0,3,8,120,110,0,FALSE,TRUE,0.135,False,HIGH,66.08
HIST_000725,AST_000025,ENGINEERING,PREVENTIVE_MAINTENANCE,94.7,26.1,32.3,3,2,120,113,0,FALSE,TRUE,0.839,False,LOW,45.15
HIST_000726,AST_000042,S&T,CORRECTIVE_MAINTENANCE,44.5,100.0,51.3,1,12,120,131,7,TRUE,TRUE,0.767,False,HIGH,59.86
HIST_000727,AST_000009,S&T,INSPECTION,89.0,0.0,63.5,2,10,75,72,0,FALSE,TRUE,0.645,False,LOW,43.15
HIST_000728,AST_000026,TRD,REPAIR,79.3,100.0,21.5,4,1,120,145,15,TRUE,TRUE,0.945,False,MEDIUM,60.59
HIST_000729,AST_000043,ENGINEERING,REPLACEMENT,70.1,0.0,46.6,4,1,120,132,7,TRUE,TRUE,0.488,True,HIGH,51.6
HIST_000730,AST_000010,ENGINEERING,TESTING,83.3,100.0,49.0,4,4,75,61,0,FALSE,TRUE,0.792,False,MEDIUM,67.29
HIST_000731,AST_000027,S&T,PREVENTIVE_MAINTENANCE,50.8,100.0,56.0,2,9,240,214,0,FALSE,TRUE,0.952,False,HIGH,62.69
HIST_000732,AST_000044,TRD,CORRECTIVE_MAINTENANCE,56.3,57.9,50.0,2,10,90,89,0,FALSE,TRUE,0.223,False,MEDIUM,48.86
HIST_000733,AST_000011,TRD,INSPECTION,69.6,100.0,64.2,3,12,120,100,0,FALSE,TRUE,0.058,False,CRITICAL,73.72
HIST_000734,AST_000028,ENGINEERING,REPAIR,49.5,38.0,24.9,2,11,180,203,14,TRUE,TRUE,0.256,False,LOW,33.08
HIST_000735,AST_000045,S&T,REPLACEMENT,42.3,62.8,24.0,1,2,90,80,0,FALSE,TRUE,0.59,False,CRITICAL,48.19
HIST_000736,AST_000012,S&T,TESTING,62.0,0.0,44.2,2,12,90,88,0,FALSE,TRUE,0.767,True,LOW,41.19
HIST_000737,AST_000029,TRD,REPLACEMENT,88.2,23.0,23.4,4,8,60,49,0,FALSE,TRUE,0.586,False,CRITICAL,51.89
HIST_000738,AST_000046,ENGINEERING,TESTING,52.0,100.0,55.7,3,6,60,53,0,FALSE,TRUE,0.932,False,CRITICAL,66.74
HIST_000739,AST_000013,ENGINEERING,PREVENTIVE_MAINTENANCE,54.3,92.8,50.4,0,11,120,118,0,FALSE,FALSE,0.203,False,MEDIUM,57.07
HIST_000740,AST_000030,S&T,CORRECTIVE_MAINTENANCE,88.6,0.0,18.6,1,5,30,35,3,TRUE,TRUE,0.639,False,CRITICAL,45.3
HIST_000741,AST_000047,TRD,INSPECTION,84.5,99.2,18.0,0,8,60,49,0,FALSE,FALSE,0.563,False,HIGH,65.0
HIST_000742,AST_000014,TRD,REPAIR,44.4,0.0,65.1,0,7,90,80,0,FALSE,FALSE,0.26,False,MEDIUM,33.84
HIST_000743,AST_000031,ENGINEERING,REPLACEMENT,40.4,0.0,59.2,5,12,240,254,8,TRUE,TRUE,0.805,True,HIGH,45.21
HIST_000744,AST_000048,S&T,TESTING,56.3,84.8,30.3,3,2,30,30,0,FALSE,TRUE,0.525,False,HIGH,55.4
HIST_000745,AST_000015,S&T,PREVENTIVE_MAINTENANCE,53.9,18.4,76.8,3,6,30,28,0,FALSE,TRUE,0.848,False,LOW,39.88
HIST_000746,AST_000032,TRD,CORRECTIVE_MAINTENANCE,72.1,17.0,54.3,3,11,120,140,12,TRUE,TRUE,0.817,False,CRITICAL,51.74
HIST_000747,AST_000049,ENGINEERING,INSPECTION,67.6,80.7,58.7,0,4,75,74,0,FALSE,FALSE,0.28,False,MEDIUM,59.7
HIST_000748,AST_000016,ENGINEERING,REPAIR,55.3,61.1,47.6,5,3,240,219,0,FALSE,TRUE,0.337,False,CRITICAL,56.39
HIST_000749,AST_000033,S&T,REPLACEMENT,80.7,0.0,18.0,0,7,75,79,2,TRUE,FALSE,0.692,False,MEDIUM,35.31
HIST_000750,AST_000050,TRD,TESTING,88.2,9.1,32.7,4,10,75,67,0,FALSE,TRUE,0.956,True,HIGH,56.52
HIST_000751,AST_000017,TRD,PREVENTIVE_MAINTENANCE,66.6,14.4,37.6,1,11,90,80,0,FALSE,TRUE,0.581,False,HIGH,42.35
HIST_000752,AST_000034,ENGINEERING,CORRECTIVE_MAINTENANCE,82.4,22.2,21.4,4,6,90,89,0,FALSE,TRUE,0.379,False,HIGH,45.8
HIST_000753,AST_000001,ENGINEERING,INSPECTION,50.3,31.2,32.9,5,11,120,120,0,FALSE,TRUE,0.259,False,HIGH,40.72
HIST_000754,AST_000018,S&T,REPAIR,94.2,0.0,27.9,1,2,60,61,1,TRUE,TRUE,0.377,False,MEDIUM,41.34
HIST_000755,AST_000035,TRD,REPLACEMENT,84.2,74.8,26.3,2,10,240,237,0,FALSE,TRUE,0.847,False,HIGH,60.47
HIST_000756,AST_000002,TRD,TESTING,63.8,0.0,36.7,2,7,150,171,13,TRUE,TRUE,0.491,False,LOW,30.23
